spec,programText,verdict,verdictTest,task,tests
12bbd354-00f0-4bb9-9708-77ce428d6d21,"a,b=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif ((a<=m) and (b<=k)) or ((a<=k) and (b<=m)):\r\n print(""YES"") \r\nelse:\r\n print(""NO"")\r\n     \r\n",OK,4,3bda5701-c742-4f44-9bdb-d4b772de2705,5
f3f65734-d83d-41ef-b764-73fa6f392f7a,h=int(input())\r\na=int(input())\r\nb=int(input())\r\nif (a-b)>1:\r\n    print(h//(a-b))\r\nelse:\r\n    print((h-a)//(a-b)+1)\r\n,WA,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
24497ed4-f7e0-45f6-98b3-29598057009b,h=int(input())\r\na=int(input())\r\nb=int(input())\r\nif (a-b)>1:\r\n    print(h//(a-b))\r\nelse:\r\n    print(h-b)\r\n,WA,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
7e394312-fb58-4528-a215-352bb30c9bd6,k = int(input())\r\nl = int(input())\r\nn = int(input())\r\ns = int(input())\r\nsk = s / 2\r\nif k + s*n >= l + sk*n:\r\n    print('YES')\r\nelse:\r\n    print('NO')\r\n    \r\n,OK,4,e51d6308-c0be-44b6-ba3d-c238a0d8e4a1,5
2406aa95-6c08-45cf-8a2a-67ece6ffbe7e,k = int(input())\r\nl = int(input())\r\nn = int(input())\r\ns = int(input())\r\nsk = s / 2\r\nif k + s*n > l + sk*n:\r\n    print('YES')\r\nelse:\r\n    print('NO')\r\n    \r\n,WA,2,e51d6308-c0be-44b6-ba3d-c238a0d8e4a1,5
f7338dcd-3389-4013-9551-5ee381014b0c,a = int(input())\r\nb = int(input())\r\nc = int(input())\r\nif a == b == c:\r\n    print(3)\r\nelif a == b or a == c or b == c:\r\n    print(2)\r\nelse:\r\n    print(0)\r\n,OK,5,5b2cb964-e915-4506-b4fe-22b78644939c,6
34d81b54-3f55-490b-b972-b88d0b7676ee,"from math import ceil\r\na, b, c = [int(i) for i in input().split()]\r\nprint(ceil(a/2)+ceil(b/2)+ceil(c/2))\r\n",OK,4,b85b4d55-02c5-4f5b-9c58-538068bf5699,5
83be60cb-3cc4-4d0a-bd66-9057c3bfa401,from math import ceil\r\na = int(input())\r\nb = int(input())\r\nprint(ceil(b/a))\r\n,OK,4,aab4a01c-6efb-47a1-8fa2-2ea3e02303c7,5
e1853840-05d5-4182-949f-1e98be2ffc4c,"a = int(input())\r\nb = int(input())\r\nc = int(input())\r\nprint(min(a, b, c))\r\n",OK,4,9428daf6-0093-444b-a8fb-cef9003392e2,5
575f39f8-a2f9-44cb-80e0-f1ca0f16ee9d,"a = int(input())\r\nprint(a//100, a%10, sep="""")",OK,4,0c04c2f7-1548-4fa7-afc6-5ef064ea3a9f,5
a062e7a7-8f1b-4818-b81a-da8571131695,"a = int(input())\r\nprint(a // 8, a // 8, int(a / 8 * 6))",OK,4,08f18ec8-c939-44c6-b125-642f6a2341fa,5
b7d7bb29-0a82-4d4e-8752-a271ed4e2a56,n = int(input())\r\nm = int(input())\r\nk = int(input())\r\n\r\npn = n * 26\r\npm = m * 38\r\npk = k * 42\r\n\r\nprint(986 - pn - pm - pk),OK,4,52fd296b-798f-4462-889c-5b49172bf987,5
a23f373b-d690-4d40-98b4-ef868e35eda4,"a,b = map(int, input(). split())\r\nm,k = map(int, input(). split())\r\nif (m>=a and k>=b) or (m>=b and k>=a):\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",OK,4,3bda5701-c742-4f44-9bdb-d4b772de2705,5
75e21e75-addf-4b70-8852-1c570cba1d25,"x, y = map(float, input().split())\r\nif x*y > 0:\r\n   if x > 0:\r\n     n = 1\r\n   else:\r\n     n = 3\r\nelse:\r\n    if x > 0:\r\n        n = 4\r\n    else:\r\n        n = 2\r\nprint(n)\r\n\r\n",OK,4,bbb640ed-435c-4dc9-8625-87b81a5a9b22,5
6e883d86-ca27-4dc3-b840-3b857f7e15f3,a = int(input())\r\nb = int(input())\r\nc = int(input())\r\np = a+b+c\r\nprint (p),OK,4,a34bd4d0-cc64-4d5c-ac41-7578aa90494e,5
e9a979f5-130b-4981-b54b-09ea2a8a5edb,a = int(input())\r\nc = 180-90-a\r\nprint (c),OK,4,901dd977-9e8b-4b54-9730-6aeaa9d4a9e7,5
9d2b1662-a65c-414c-83f0-6482247fa456,a = int(input())\r\nv = a*a*a\r\nprint (v)\r\n,OK,4,80f0773c-d8da-4f89-8ff8-f91226bfbbba,5
26206a0e-115a-43d3-b73c-a067f9a696ab,from math import ceil\r\na = int(input())\r\nb = int(input())\r\nprint(ceil(b/a)),OK,4,aab4a01c-6efb-47a1-8fa2-2ea3e02303c7,5
f08d335a-3ed6-424d-9a4d-a560d96745a2,a = int(input())\r\nb = int(input())\r\ni = int(input())\r\nn = int(input())\r\nprint((n-1)*((a+b)*2)+a+i+i)\r\n\r\n,OK,4,180b3b37-5ed9-4f3c-9300-48ae0b5121fa,5
65e6ddd8-1df0-4173-b060-fe19464ccabb,"a = int(input())\r\nb = int(input())\r\nc = int(input())\r\nprint(a*c+b*c//100, b*c%100)",OK,4,2488a6a1-fc84-46c8-bd28-ea8791f78298,5
ec8e795d-3192-4c38-8dbc-3fcf5c434249,"a,b,c = map(int,input().split())\r\nif (a+b+c)%2 == 0:\r\n    print((a+b+c)//2)\r\nelse:\r\n    print((a+b+c)//2+1)\r\n",WA,2,b85b4d55-02c5-4f5b-9c58-538068bf5699,5
0e80788d-7301-45c1-b249-1890239e77a4,n = int(input())\r\nprint(n//60),OK,4,050f0a60-1200-4dec-acb5-12c3b9f24d0d,5
f1a305c9-e177-4897-8a5e-f50e62241971,"x = int(input())\r\nfor i in range (1,x+1):\r\n    if x%i == 0:\r\n        print(i,end=' ')\r\n\r\n",OK,9,4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e,10
f8fff113-f94d-47cf-976e-c6b5990fe0d3,"﻿a,b=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif (a<m and b<k) or (a==m and b==k) or (a<m and b==k) or (a==m and b<k):\r\n    print('YES')\r\nelse:\r\n    print('NO')\r\n",WA,3,3bda5701-c742-4f44-9bdb-d4b772de2705,5
23783327-9cfe-4e4a-b4fc-1c50953113cf,a=int(input())\r\nb=int(input())\r\nl=int(input())\r\nn=int(input())\r\nprint((((a*2)*n)-a)+(b*n)*2+(l*2)-2)\r\n,WA,2,180b3b37-5ed9-4f3c-9300-48ae0b5121fa,5
2771b01b-64c2-42ad-8dbf-9a457d15a370,﻿x=int(input())\r\nprint(((x%100)*10)//100)\r\n,OK,4,0ef5465b-370a-4084-bd37-fb4d3b6b398a,5
e41d5a31-ed3e-4b68-901a-91250d17b353,"a=int(input())\r\nb=int(input())\r\nn=int(input())\r\nk=a*100+b\r\nstK=((k%100)*n)%100\r\nx=(k%100)*n\r\nstR=a*n+(x//100)\r\nprint(stR,stK)\r\n\r\n\r\n\r\n\r\n",OK,4,2488a6a1-fc84-46c8-bd28-ea8791f78298,5
f9515d10-eddb-424b-803c-b230f34255fe,"﻿from math import *\r\na,b,c=map(int,input().split())\r\nprint(ceil((a+b+c)/2))\r\n",WA,2,b85b4d55-02c5-4f5b-9c58-538068bf5699,5
2e23a6e5-cbb2-4e84-9ea7-982199791984,n=int(input())\r\nm=int(input())\r\nif n>m or n==m:\r\n    print(1)\r\nif n<m:\r\n    if m%n==0:\r\n        d=m//n\r\n        print(d)\r\n    else:\r\n        dn=(m//n)+1\r\n        print(dn)\r\n    \r\n,OK,4,aab4a01c-6efb-47a1-8fa2-2ea3e02303c7,5
4a15efea-e588-4dea-b64a-abf4b7c5cd89,"k=int(input())\r\nh=k//60\r\nm=k%60\r\nprint(h,m)",OK,4,cb96b982-37a0-487b-8b5c-67d27e6f7094,5
4d7854e1-0058-4d05-9293-f0a24054c753,﻿import math\r\nl=int(input())\r\nx=math.floor(l*2.54)\r\nprint(x)\r\n,OK,4,f2d92959-39d9-49fe-a9b1-5868567eeedf,5
12de9f8e-2c95-4a6b-993f-ea9d8dbaeb36,a = int(input())\r\ns = a//4\r\nprint(s),OK,4,18bbabdd-799e-47e6-b085-3698d76792e0,5
87eeba59-4b48-4867-827d-9ebcbd51d116,s = int(input())\r\na = int(input())\r\nb = s//a\r\nprint(b),OK,4,091ddb60-bc05-4be5-808d-ce061c459e3e,5
349612ac-000a-4dad-9583-e3602e5caa12,v = int(input())\r\nt = int(input())\r\ns = t*v\r\nprint(s),OK,4,5b6da202-e075-48fb-a015-421187973431,5
580260ab-1b18-47d2-b6f2-11285d3adb49,a = int(input())\r\nn = int(input())\r\nk = 0\r\nfor i in range(n+1):\r\n    k =k + a**i\r\nprint(k),WA,8,f9af70f9-5fce-423e-94c5-b6f357e5242c,10
eef4e6b4-6bea-44fd-bc0f-76a7caad0c43,"n = int(input())\r\nf = 1\r\nfor i in range(1,n+1):\r\n    f = i*f\r\nprint(f)\r\n",OK,3,b4e8d0e8-b2b3-4675-a090-16c08e1e936c,4
c9407686-bceb-4587-993b-ed483967ee6f,"a= float(input())\r\nb = float(input())\r\nc = float(input())\r\nm = a\r\nif b >m:\r\n    m = b\r\nif c > m:\r\n    m = c\r\n\r\nmi = a\r\nif mi > b:\r\n    mi = b\r\nif mi > c:\r\n    mi = c\r\n\r\nsr = a+b+c\r\nsr = sr-(mi+m)\r\nmi = int(mi)\r\nsr = int(sr)\r\nm = int(m)\r\nprint(mi,sr,m)\r\n\r\n",WA,4,e5e8f4d5-0b0f-4a52-b5a7-12f8ef0a52f0,5
28dadcda-8df3-41fd-afa9-9716bad1d961,"n = int(input())\r\ns = n%10\r\nf = n//10\r\nif s == 1 and n != 11:\r\n    print(n,'mag')\r\nelif (n % 10 == 2 or n % 10 == 3 or n%10 == 4) and (n!=12 or n!=13 or n!=14):\r\n        print(n,'maga')\r\nelse:\r\n    print(n,'magov')",WA,10,4659a273-9c89-4ff8-a1bd-6d0ae87e9915,20
7200575a-54c2-418e-982d-e640d7650654,"x = input()\r\nprint(int(x,2))\r\n\r\n ",WA,2,3e320d9a-cc8f-4ee0-867c-a570153011f6,5
783012bb-13ee-44a1-9b78-0625e147747d,year = int(input())\r\nif (year % 4 == 0) and (year % 100 != 0) or (year % 400 == 0):\r\n    print('YES')\r\nelse:\r\n    print('NO'),OK,5,431be734-39e6-4f58-aec7-61e67c8ee1b5,6
657999a4-9231-4dbe-98dc-207d37e05271,n = int(input())\r\nt = n // 60\r\nprint(t),OK,4,050f0a60-1200-4dec-acb5-12c3b9f24d0d,5
60701908-33cf-4e34-a097-982c4bf44abe,"n=list(input())\r\nd=len(n)\r\nf=0\r\nc=0\r\nh=1\r\nfor i in range(0,d):\r\n f+=int(n[c])*(2**(d-h))\r\n c+=1\r\n h+=1\r\nprint(f)\r\n",WA,2,3e320d9a-cc8f-4ee0-867c-a570153011f6,5
846c67a0-7445-47f2-af4f-412d01b30786,import math\r\npalR = float(input())\r\npalR = palR * 2.54\r\nprint(math.floor(palR)),OK,4,f2d92959-39d9-49fe-a9b1-5868567eeedf,5
f427b87f-7fd2-4614-8e5e-b9fb5566524b,a = int(input())\r\nprint(a**3),OK,4,80f0773c-d8da-4f89-8ff8-f91226bfbbba,5
b92e38f7-3970-4901-8435-c0d6cda3e900,a = int(input())\r\nb = int(input())\r\nk = 0\r\nwhile a != b:\r\n    k = k + 1\r\n    if a < b:\r\n        b = b - a\r\n    else:\r\n        a = a - b\r\nprint(k+1),OK,6,8db514ad-0242-48a9-ab6e-85b0e8171d87,7
1c336985-052c-4c3a-8f2f-b4a2e4cd8548,n = input()\r\nk = n[::-1]\r\nk = int(k)\r\nn = int(n)\r\nsumma = k+n\r\nprint(summa),OK,6,75214b1c-bb28-44e5-8474-ac6b45c80db9,7
1ef9b54e-5448-4f84-9afc-ab4a3124f6d0,"n = int(input())\r\nif n == 1 or n // 10 == 1 and n !=11:\r\n    print(n,'mag')\r\nelse:\r\n    if 1 < n < 5 or n // 10 == 2 or n // 10 == 3 or n // 10 == 4:\r\n        print(n,'maga')\r\n    else:\r\n        print(n,'magov')",WA,10,4659a273-9c89-4ff8-a1bd-6d0ae87e9915,20
5ab52b41-6788-4326-853f-bd749e85c3e4,x = int(input())\r\ny = int(input())\r\nx1 = 7\r\ny1 = 3\r\nif (abs(x - x1) == 1 and abs(y-y1)== 2 ) or (abs(x-x1) == 2 and abs(y-y1) == 1):\r\n    print('YES')\r\nelse:\r\n    print('NO'),OK,9,d48be896-b484-440a-9ca5-2cc0f31533dc,10
17d6db6a-4f81-407e-8439-074b9d15a88d,n = float(input())\r\nm = float(input())\r\nk = n * 2.54\r\nif k > m:\r\n    print('NO')\r\nelse:\r\n    print('YES')\r\n,OK,4,9e9de547-58f5-45b9-a733-37cc732bf237,5
ce0d11fa-576b-4511-9aab-0674cedec8dc,d = int(input())\r\nm = int(input())\r\ny = int(input())\r\nif y != 2010:\r\n    print('NO')\r\nelse:\r\n    if m == 9:\r\n        print('NO')\r\n    else:\r\n        if m > 9:\r\n            print('NO')\r\n        else:\r\n            print('YES')\r\n,OK,4,94224cd9-666a-4814-8edb-60beb14ea59a,5
cf122538-ead5-4983-95b2-6f1eb98efdf7,d = int(input())\r\nm = int(input())\r\ny = int(input())\r\nif y != 2010:\r\n    print('NO')\r\nelse:\r\n    if m == 9:\r\n        if d != 1:\r\n            print('NO')\r\n    else:\r\n        if m > 9:\r\n            print('NO')\r\n        else:\r\n            print('YES'),WA,2,94224cd9-666a-4814-8edb-60beb14ea59a,5
918f0bf3-8019-4b5d-a1fa-d06fddfd2399,n = int(input())\r\nm = int(input())\r\nk = int(input())\r\nst = n*26 + m*38 + k*42\r\nsi = 986 - st\r\nprint(si)\r\n,OK,4,52fd296b-798f-4462-889c-5b49172bf987,5
8ed102d7-0800-42e4-9f66-46e2a5794761,n = int(input())\r\nif n % 3 == 0:\r\n    print(n//3)\r\nelse:\r\n    print(n//3 + 1)\r\n,OK,4,1ff5a639-82a9-46d5-99e8-90b0529a5016,5
32e7c4a5-053a-489f-b3d4-dd2554216e4d,﻿import math\r\nl = float(input())\r\nk = l * 2.54\r\nprint(math.floor(k))\r\n,OK,4,f2d92959-39d9-49fe-a9b1-5868567eeedf,5
0ceee5e0-4827-4272-989e-298b3afd29ca,"a,b=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif (a<=m and b<=k) or (b<=m and a<=k):\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",OK,4,3bda5701-c742-4f44-9bdb-d4b772de2705,5
308cb997-cebf-4b0f-9780-c02e39c40b00,"a,b=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif (a<m and b<k) or (b<m and a<k):\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",WA,2,3bda5701-c742-4f44-9bdb-d4b772de2705,5
82663e36-775d-466d-b961-865fd6193dd2,"x,y=map(int,input().split())\r\nif x>0 and y>0:\r\n    print(""1"")\r\nelif x<0 and y>0:\r\n    print(""2"")\r\nelif x>0 and y<0:\r\n    print(""4"")\r\nelse:\r\n    print(""3"")",OK,4,bbb640ed-435c-4dc9-8625-87b81a5a9b22,5
72caa8c8-8455-40ea-b231-4f0c4fc25a43,h=int(input())\r\na=int(input())\r\nb=int(input())\r\nx=a-b\r\nd=h//x\r\nif x==1:\r\n    print(d-b)\r\nelse:\r\n    print(d)\r\n,WA,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
9fd43a60-0336-46d8-80d2-357f7a9444fd,"a,b,c=map(int,input().split())\r\nprint(a//2+b//2+c//2+a%2+b%2+c%2)",OK,4,b85b4d55-02c5-4f5b-9c58-538068bf5699,5
441605f7-4ad8-4d7f-93ce-3815afab5532,"a,b,h=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif ((h <= k and b <=k) or (h<=k and a <=k) or (a <= k and b <= k)):\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",WA,4,177f714d-8f2d-4630-8a45-86b5a1799099,5
b7d8b50b-7e16-4f18-b3f8-953f1511c814,"a,b,h=map(int,input().split())\r\nm,k=map(int,input().split())\r\nif ((h <= k and b <=k) or (h<=k and a <=k) or (a <= k and b <= k)):\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",WA,4,177f714d-8f2d-4630-8a45-86b5a1799099,5
86f905ec-9383-4a8e-a268-4ead15820729,"a,b=map(int,input().split())\r\nm,k=map(int,input().split())\r\ns=a*b\r\nl=m*k \r\nif l>=s:\r\n    print(""YES"")\r\nelse:\r\n     print(""NO"")\r\n",OK,4,3bda5701-c742-4f44-9bdb-d4b772de2705,5
214d9d77-91af-4e47-a504-77705c12363a,h = int(input())\r\na = int(input())\r\nb = int(input())\r\nprint((h - b - 1) // (a - b) + 1),OK,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
ec118f0f-e7a9-4c60-9b85-5858c63170a1,a = int(input())\r\nb = int(input())\r\nc = int(input())\r\nif b>a and a<c:\r\n    print(a)\r\nelif a>b and c>b:\r\n    print(b)\r\nelse:\r\n    print(c)\r\n,OK,4,9428daf6-0093-444b-a8fb-cef9003392e2,5
f02aca38-5204-43e8-8b53-37a02ddd47f6,"k=int(input()) \r\nh= k//60%60\r\nm =k%60\r\nprint(h,m)",OK,4,cb96b982-37a0-487b-8b5c-67d27e6f7094,5
2c8c39f7-2780-4688-b3e7-4ee706013fcd,"m=int(input())\r\nn=int(input())\r\na=m*60+n\r\nb=a+90\r\nprint(b//60, b-(b//60)*60)\r\n\r\n",OK,4,1c8423df-d978-4e69-b8d5-886b1c2c745b,5
20db986b-a7e6-411f-b1bc-28e3acee25fe,"a=int(input())\r\nb=int(input())\r\nx=a+b\r\ny=a*8+b*6\r\nprint(x,y)",WA,2,66cdaa4c-6fe2-43ac-9cc8-08f59916608f,5
e7db7239-652e-4c06-8815-32433e05d945,"a = int(input())\r\nb = int(input())\r\nc = int(input())\r\nd = int(input())\r\nmas = []\r\nfor e in range(a, b + 1):\r\n    if e % d == c:\r\n        mas.append(e)\r\nprint(*mas)",WA,3,ce727aeb-b2aa-4da5-be32-636ce90da78c,5
bd74a57b-592c-4185-8182-fb1681d84a05,a = float(input())\r\nn = int(input())\r\ns = 1 + a\r\ni = 2\r\nif a == 0:\r\n    print(n)\r\nelse:\r\n    for b in range(n-1):\r\n        s += a**i\r\n        i += 1\r\n    if int(s) != s:\r\n        print(s)\r\n    else:\r\n        print(int(s)),WA,9,f9af70f9-5fce-423e-94c5-b6f357e5242c,10
70e4b6ab-6eee-486f-8d03-e18b9bb931ff,"x = int(input())\r\nmas = []\r\nfor a in range(1, round(x ** 0.5) + 1):\r\n    if x % a == 0:\r\n        mas.append(a)\r\n        mas.append(x // a)\r\nmas.sort()\r\nif x ** 0.5 in mas:\r\n    mas.remove(x ** 0.5)\r\nprint(*mas)\r\n",OK,9,4c5a1413-e27d-4b6a-b218-bc8e2a3ade0e,10
f021f496-10cd-4b1c-a582-1ebb768d5f81,"a,b=map(int, input().split())\r\nif a>b:\r\n    print(a)\r\nelse:\r\n    print(b)  ",OK,4,c9e1ff81-5755-43cb-8439-49ef952f622a,5
8c25c839-bb20-4312-9b3e-fc17a73ac452,h=int(input())\r\na=int(input())\r\nb=int(input())\r\nif (a-b)>1:\r\n    print(h//(a-b))\r\nelse:\r\n    print(h-b),WA,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
593d596d-65a2-4eb9-81d5-e5b219667815,from math import ceil\r\nn=int(input())\r\nm=int(input())\r\nif n<m and n>m:\r\n    print(ceil(n/m))\r\nelse:\r\n    print(ceil(m/n))\r\n\r\n,OK,4,aab4a01c-6efb-47a1-8fa2-2ea3e02303c7,5
8468208f-ac38-4183-a9e5-ec10ce635437,a=int(input())\r\nb=int(input())\r\nc=int(input())\r\nif a<b and a<c:\r\n    print(a)\r\nelif b<a and b<c:\r\n    print(b)\r\nelse:\r\n        print(c)\r\n    \r\n,OK,4,9428daf6-0093-444b-a8fb-cef9003392e2,5
1fd2bd2a-0490-4a78-b7e6-3b5526e4c75a,"﻿a,b=map(int,input().split())\r\nif a>b:\r\n    print(a)\r\nelse:\r\n    print(b)\r\n",OK,4,c9e1ff81-5755-43cb-8439-49ef952f622a,5
f6e9492d-bd98-419c-8f30-539d7b67be5e,"m=int(input())\r\nn=int(input())\r\nn=n+m*60+90\r\nh=n//60\r\nv=n%60\r\nprint(h,v)\r\n",OK,4,1c8423df-d978-4e69-b8d5-886b1c2c745b,5
a153308b-cf25-4591-8fe1-60b0b6ded201,"x, y = [int(i) for i in input().split()]\r\nif x > 0 and y > 0:\r\n    print(1)\r\nelif x < 0 and y > 0:\r\n    print(2)\r\nelif x < 0 and y < 0:\r\n    print(3)\r\nelse:\r\n    print(4)\r\n",OK,4,bbb640ed-435c-4dc9-8625-87b81a5a9b22,5
1b0c285b-48b1-4a8f-a634-8fe84fe90bb7,a = int(input())\r\nb = int(input())\r\nl = int(input())\r\nn = int(input())\r\nprint((n*2-2)*b+(n-1)*2*a + a +2*l)\r\n,OK,4,180b3b37-5ed9-4f3c-9300-48ae0b5121fa,5
275c9149-456b-4862-93bf-b7365cdad803,"h, m, s = [int(i) for i in input().split()]\r\nh1, m1, s1 = [int(i) for i in input().split()]\r\nprint(h1*3600 + m1*60 + s1 - h*3600 - m*60 - s)\r\n",OK,4,5773ddc5-745f-44f7-aab7-59268bb9c5cd,5
6cbd2fa2-db88-4293-8438-1b88758e3e3e,print(max([int(i) for i in input().split()]))\r\n,OK,4,c9e1ff81-5755-43cb-8439-49ef952f622a,5
132517b5-11d0-4c3b-a2e1-959b7e25cc9f,"m = int(input()) + 1\r\nn = int(input()) + 30\r\nprint((m + n // 60) % 24, n % 60)\r\n",OK,4,1c8423df-d978-4e69-b8d5-886b1c2c745b,5
9a930c1b-30b3-4178-80bd-388127194dbc,"h = int(input())\r\nm = int(input())\r\nm = m + 15 \r\nh = (h + 1 + m // 60) % 24\r\nm = m % 60\r\nprint(h, m)\r\n",OK,5,5d02ab7a-4394-4098-9f7a-ed3912083888,6
828b662c-39fe-4d5f-8f46-1be5e4426de0,"a,b = map(int, input().split())\r\nm,k = map(int, input().split())\r\ns = a*b\r\ni = m*k\r\nif i>=s:\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")\r\n",OK,4,3bda5701-c742-4f44-9bdb-d4b772de2705,5
f6332f8b-8437-4f4e-bc3c-5b28e1c2fef5,a = int(input())\r\nb = a//60\r\nprint (b),OK,4,050f0a60-1200-4dec-acb5-12c3b9f24d0d,5
e609fa75-213a-4254-a878-d56b56546340,a = int (input())\r\nd = a//10\r\nprint (d),OK,4,0cc69b6a-3909-441a-a329-8b2c81413bb0,5
9bed9996-6485-415b-b9f4-f7429bdace41,v = int (input())\r\nt = int (input())\r\ns = t*v\r\nprint (s),OK,4,5b6da202-e075-48fb-a015-421187973431,5
2f1d3e41-21ef-4034-9b46-7f57ccab55df,"x,y = map(int, input().split())\r\nif x>0 and y>0:\r\n    print(1)\r\nelif x < 0 and y > 0:\r\n    print(2)\r\nelif x<0 and y<0:\r\n    print(3)\r\nelse:\r\n    print(4)",OK,4,bbb640ed-435c-4dc9-8625-87b81a5a9b22,5
3472dcee-866d-413c-a8a5-84502745b59e,"a,b,h=map(int,input().split())\r\nn,m=map(int,input().split())\r\nif (a<=n and b<=m) or (a<=m and b<=n):\r\n    print(""YES"")\r\nelif (a<=n and h<=m) or (a<=m and h<=n):\r\n    print(""YES"")\r\nelif (b<=n and h<=m) or (b<=m and h<=n):\r\n    print(""YES"")\r\nelse:\r\n    print(""NO"")",OK,4,177f714d-8f2d-4630-8a45-86b5a1799099,5
0af95dc1-0cd2-422e-b8a0-b17cc171c092,h = int(input())\r\na = int(input())\r\nb = int(input())\r\nс=0\r\nwhile True:\r\n    if h-a<=0:\r\n        с += 1\r\n        print(с)\r\n        break\r\n    else:\r\n        h -= a\r\n        h += b\r\n        с += 1\r\n,OK,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
2d8b1579-028e-4719-8cf2-1250d8be8ccd,"a, b, c = sorted(map(int, input().split()))\r\nprint(b)\r\n",OK,5,d658f071-1e55-45e3-b3ad-e9384d03b9b9,6
0175f906-a6c1-4601-9254-9400cfce2077,"a = int(input())\r\nb = int(input())\r\nc = int(input())\r\nprint(min(a,b,c))",OK,4,9428daf6-0093-444b-a8fb-cef9003392e2,5
bf2d8851-dc7f-4351-8bbc-0872e99048a5,"from math import ceil\r\na,b,c = map(int,input().split())\r\nprint(ceil(a/2)+ceil(b/2)+ceil(c/2))",OK,4,b85b4d55-02c5-4f5b-9c58-538068bf5699,5
5bcd7038-b244-4e29-997c-9651c28e9bc4,"k = int(input())\r\nprint(k//60, k%60)",OK,4,cb96b982-37a0-487b-8b5c-67d27e6f7094,5
1737f9d0-d932-4d2e-b8a1-0ad83effe726,import math\r\nl = int(input())\r\nprint(math.floor(l*2.54)),OK,4,f2d92959-39d9-49fe-a9b1-5868567eeedf,5
85a3d8bd-131d-4921-84e4-ec9749105b6e,s = int(input())\r\na = int(input())\r\nprint(s//a),OK,4,091ddb60-bc05-4be5-808d-ce061c459e3e,5
96ad8c5c-8c33-44b6-a139-487cb651f4bb,﻿a = input()\r\nprint(int(a[0]))\r\n,OK,4,0cc69b6a-3909-441a-a329-8b2c81413bb0,5
633bb7a5-9ae1-42b3-941d-e3cde478b2b5,"﻿a,b=map(int,input().split())\r\na1,b1=map(int,input().split())\r\na2,b2=map(int,input().split())\r\na3,b3=map(int,input().split())\r\nif a+a1+a2+a3>b+b1+b2+b3:\r\n    print(1)\r\nif a+a1+a2+a3<b+b1+b2+b3:\r\n    print(2)\r\nif a+a1+a2+a3==b+b1+b2+b3:\r\n    print('DRAW')\r\n",OK,4,9cf4d5af-4fda-4443-9613-82dff00ab963,5
0f048ae0-6842-4dd6-9abc-6c000ca58d20,"from math import *\r\na,b,c=map(int,input().split())\r\nprint(ceil(a/2)+ceil(b/2)+ceil(c/2))\r\n",OK,4,b85b4d55-02c5-4f5b-9c58-538068bf5699,5
42252371-5a06-40a7-8969-b712b19b4433,﻿h=int(input())\r\na=int(input())\r\nb=int(input())\r\nd=((h-a)-1)//(a-b)+2\r\nprint(d)\r\n,OK,4,4b1be5b6-131a-4853-bf20-dadf3bbd10d9,5
a5da2605-4a7a-4569-97f6-e4a4057689a9,"a,b,c=map(int,input().split())\r\nif (a>b and a<c) or (a<b and a>c):\r\n    print(a)\r\nif (b>a and b<c) or (b<a and b>c):\r\n    print(b)\r\nif (c>b and c<a) or (c<b and c>a):\r\n    print(c)\r\n    \r\n",OK,5,d658f071-1e55-45e3-b3ad-e9384d03b9b9,6
7e1f4d9c-a1bb-45a4-b932-7b902aff5517,"a,b=map(int,input().split())\r\nif a>b:\r\n    print(a)\r\nif b>a:\r\n    print(b)\r\n\r\n    \r\n",OK,4,c9e1ff81-5755-43cb-8439-49ef952f622a,5
0e8bb773-f4da-45c1-a701-ea64f96a4b21,"m=int(input())\r\nn=int(input())\r\na=m*60+n+90\r\nprint(a//60,a%60)",OK,4,1c8423df-d978-4e69-b8d5-886b1c2c745b,5
6f2dba42-1ea2-4ed6-805d-4c1e3a1270ca,a = int(input())\r\nb = int(input())\r\nc = int(input())\r\np=a+b+c\r\nprint(p),OK,4,a34bd4d0-cc64-4d5c-ac41-7578aa90494e,5
e033b9ac-872c-44ff-b021-b1d46f3cbf6e,"a,b,h=map(int,input().split())\r\nm,k=map(int,input().split())\r\n\r\nif((a<=m) or (b<=m) or (h<=m)) and ((a<=k) or (b<=k) or (h<=k)) :\r\n    print(""YES"")\r\nelse:\r\n     print(""NO"")\r\n",OK,4,177f714d-8f2d-4630-8a45-86b5a1799099,5
