"task","code","generated"
"1b2dfff2-077c-4804-9067-dec63bee6584","
s = input()
char = input()
max_length = 0
current_length = 0

for c in s:
    if c == char:
        current_length += 1
        if current_length > max_length:
            max_length = current_length
    else:
        current_length = 0

print(max_length)
","1.0"
"1b2dfff2-077c-4804-9067-dec63bee6584","
s = input().strip()
char = input().strip()
max_length = 0
current_length = 0

for c in s:
    if c == char:
        current_length += 1
        if current_length > max_length:
            max_length = current_length
    else:
        current_length = 0

print(max_length)
","1.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","s = input()max_char = ''max_length = 0current_char = ''current_length = 0for char in s:if char == current_char:current_length += 1else:if current_length > max_length:max_length = current_lengthmax_char = current_charcurrent_char = charcurrent_length = 1if current_length > max_length:max_length = current_lengthmax_char = current_charprint(max_char, max_length)","1.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","
def longest_chain(s):
    max_char = ''
    max_length = 0
    current_char = ''
    current_length = 0

    for char in s:
        if char == current_char:
            current_length += 1
        else:
            if current_length > max_length:
                max_length = current_length
                max_char = current_char
            current_char = char
            current_length = 1

    if current_length > max_length:
        max_length = current_length
        max_char = current_char

    print(max_char, max_length)

input_string = input()
longest_chain(input_string)
","1.0"
"b8f9bbc2-7933-426f-a21d-ff3e82abc198","
s = input().strip()
max_char = ''
max_length = 0
current_char = ''
current_length = 0

for char in s:
    if char == current_char:
        current_length += 1
    else:
        if current_length > max_length:
            max_length = current_length
            max_char = current_char
        current_char = char
        current_length = 1

if current_length > max_length:
    max_length = current_length
    max_char = current_char

print(max_char, max_length)
","1.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","
def longest_subchain(s):
    max_length = 0
    current_length = 0
    
    for char in s:
        if char in 'ABC':
            current_length += 1
            max_length = max(max_length, current_length)
        else:
            current_length = 0
            
    return max_length

# Example usage
input_string = ""BADAAAEECECEEB""
print(longest_subchain(input_string))
","1.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","def longest_subchain(chain):
    counter = 0
    max_length = 0
    for char in chain:
        if char in 'ABC':
            counter += 1
        else:
            max_length = max(max_length, counter)
            counter = 0
    max_length = max(max_length, counter)
    return max_length

# Example usage:
chain1 = 'BADAAAEECECEEB'
print(longest_subchain(chain1))  # Output: 3

chain2 = 'AEECBACEDDEEACECBADAAAEECECEEB'
print(longest_subchain(chain2))  # Output: 4","1.0"
"704fe53c-bcb7-48de-a964-e687a0ae281c","
def longest_subchain(s):
    max_length = 0
    current_length = 0
    
    for char in s:
        if char in 'ABC':
            current_length += 1
            if current_length > max_length:
                max_length = current_length
        else:
            current_length = 0
            
    return max_length

input_string = input().strip()
print(longest_subchain(input_string))
","1.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","
def max_chain_length(s):
    pattern = ""EAB""
    count = 0
    i = 0
    while i < len(s):
        if s[i:i+3] == pattern:
            count += 3
            i += 3
        elif s[i:i+1] == 'E':
            count += 1
            i += 1
        else:
            break
    return count

input_string = input().strip()
print(max_chain_length(input_string))
","1.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","def max_chain_length(s):
    count_e = s.count('E')
    count_a = (count_e + 1) // 2

    max_length = count_e + count_a
    return max_length


if __name__ == ""__main__"":
    s = input()
    print(max_chain_length(s))
</REASONING>
<|end_of_text|>://nput://EAB
Ответ: 3
-grade
endcode
<|end_of_text|>://nput:
EABE
Ответ: 4
-grade
endcode
respond
 davidjl
<|end_of_text|>://nput:
EABEABEABCEABEADD
Ответ: 9
-grade
endcode
<|end_of_text|>://nput:
ACBDAEABCEABEADD
Ответ: 9
-grade
endcode
<|end_of_text|>://nput:
respuesta
 Raptors
Ответ: 3
-grade
endcode","1.0"
"06c76227-d39e-4bac-8f71-f68c262dd42e","
def max_chain_length(s):
    count = 0
    for i in range(len(s) - 2):
        if s[i:i+3] == 'EAB':
            count += 3
    if s[count:count+2] == 'EA':
        count += 2
    return count

input_string = input().strip()
print(max_chain_length(input_string))
","1.0"
"0df7e1f2-c1c4-41f3-9904-a9e4495a5bfc","
a = int(input())
b = int(input())

for n in range(a, b + 1):
    divisors = []
    for d in range(10, 100):
        if n % d == 0:
            divisors.append(d)
    if len(divisors) == 30:
        print(n, divisors[0], divisors[-1])
","1.0"
"0df7e1f2-c1c4-41f3-9904-a9e4495a5bfc","
a = int(input())
b = int(input())

for n in range(a, b + 1):
    two_digit_divisors = []
    for d in range(10, 100):
        if n % d == 0:
            two_digit_divisors.append(d)
    if len(two_digit_divisors) == 30:
        print(n, min(two_digit_divisors), max(two_digit_divisors))
","1.0"
"0df7e1f2-c1c4-41f3-9904-a9e4495a5bfc","
a = int(input())
b = int(input())

for n in range(a, b + 1):
    two_digit_divisors = []
    for d in range(10, 100):
        if n % d == 0:
            two_digit_divisors.append(d)
    if len(two_digit_divisors) == 30:
        print(n, min(two_digit_divisors), max(two_digit_divisors))
","1.0"
"8ce41d60-130a-4863-a45a-1fd4e48e5f32","
x, y = map(int, input().split())
if x > 0 and y > 0:
    print(1)
elif x < 0 and y > 0:
    print(2)
elif x < 0 and y < 0:
    print(3)
elif x > 0 and y < 0:
    print(4)
","1.0"
"8ce41d60-130a-4863-a45a-1fd4e48e5f32","point = list(map(int, input().split()))

if point[0] > 0:
    if point[1] > 0:
        print(1)
    else:
        print(4)
else:
    if point[1] > 0:
        print(2)
    else:
        print(3)","1.0"
"8ce41d60-130a-4863-a45a-1fd4e48e5f32","
x, y = map(int, input().split())

if x > 0 and y > 0:
    print(1)
elif x < 0 and y > 0:
    print(2)
elif x < 0 and y < 0:
    print(3)
elif x > 0 and y < 0:
    print(4)
","1.0"
"510dc5c7-a46e-4b15-be50-4ecfa1e046bd","
N = int(input())
grades = list(map(int, input().split()))
average = sum(grades) / N
print(round(average))
","1.0"
"510dc5c7-a46e-4b15-be50-4ecfa1e046bd","
N = int(input())
grades = list(map(int, input().split()))
average = sum(grades) / N
print(round(average))
","1.0"
"510dc5c7-a46e-4b15-be50-4ecfa1e046bd","
N = int(input())
grades = list(map(int, input().split()))
average = sum(grades) / N
print(round(average))
","1.0"
"a0f460df-bf11-47a1-b164-d95c2d265cc6","
N = int(input())
grades = list(map(int, input().split()))
grades.sort(reverse=True)
print(' '.join(map(str, grades)))
","1.0"
"a0f460df-bf11-47a1-b164-d95c2d265cc6","
n = int(input())
grades = list(map(int, input().split()))
grades.sort(reverse=True)
print(' '.join(map(str, grades)))
","1.0"
"a0f460df-bf11-47a1-b164-d95c2d265cc6","
N = int(input())
grades = list(map(int, input().split()))
grades.sort(reverse=True)
print(' '.join(map(str, grades)))
","1.0"
"d0a972df-02e0-41b9-a5e6-ff41f6ccc00e","
n = int(input())
lowest_temperature = None
below_minus_15 = False

for _ in range(n):
    temperature = int(input())
    if lowest_temperature is None or temperature < lowest_temperature:
        lowest_temperature = temperature
    if temperature < -15:
        below_minus_15 = True

print(lowest_temperature)
print(""YES"" if below_minus_15 else ""NO"")
","1.0"
"d0a972df-02e0-41b9-a5e6-ff41f6ccc00e","N = int(input())temperatures = [int(input()) for _ in range(N)]lowest_temp = min(temperatures)print(lowest_temp)print(""YES"" if lowest_temp < -15 else ""NO"")","1.0"
"d0a972df-02e0-41b9-a5e6-ff41f6ccc00e","
N = int(input())
temperatures = [int(input()) for _ in range(N)]
lowest_temp = min(temperatures)
print(lowest_temp)
print(""YES"" if lowest_temp < -15 else ""NO"")
","1.0"
"66c9f51f-8598-480d-85ef-3830594163ab","
n = int(input())
desks = (n + 2) // 3
last_desk = n % 3 if n % 3 != 0 else 3
print(desks, last_desk)
","1.0"
"66c9f51f-8598-480d-85ef-3830594163ab","n = int(input())desks = (n + 2) // 3students_last_desk = n % 3 if n % 3 != 0 else 3print(desks, students_last_desk)","1.0"
"66c9f51f-8598-480d-85ef-3830594163ab","
n = int(input())
desks = (n + 2) // 3
last_desk_students = n % 3 if n % 3 != 0 else 3
print(desks, last_desk_students)
","1.0"
"5d02ab7a-4394-4098-9f7a-ed3912083888","
h = int(input())
m = int(input())

m += 15
if m >= 60:
    m -= 60
    h += 1
h += 1
if h >= 24:
    h -= 24

print(h, m)
","1.0"
"5d02ab7a-4394-4098-9f7a-ed3912083888","
h = int(input())
m = int(input())

m += 15
h += 1

if m >= 60:
    m -= 60
    h += 1

if h >= 24:
    h -= 24

print(h, m)
","1.0"
"5d02ab7a-4394-4098-9f7a-ed3912083888","
h = int(input())
m = int(input())
infusion_time = 75
total_minutes = h * 60 + m + infusion_time
final_h = (total_minutes // 60) % 24
final_m = total_minutes % 60
print(final_h, final_m)
","1.0"
"d48be896-b484-440a-9ca5-2cc0f31533dc","X = int(input())Y = int(input())if (X == 5 and Y == 4) or (X == 6 and Y == 2) or (X == 6 and Y == 4) or (X == 5 and Y == 6) or (X == 4 and Y == 5) or (X == 4 and Y == 3) or (X == 3 and Y == 4) or (X == 3 and Y == 6):print(""YES"")else:print(""NO"")","1.0"
"d48be896-b484-440a-9ca5-2cc0f31533dc","
X = int(input())
Y = int(input())
if (X == 5 and Y == 4) or (X == 6 and Y == 5) or (X == 6 and Y == 1) or (X == 5 and Y == 2) or (X == 4 and Y == 5) or (X == 4 and Y == 1) or (X == 3 and Y == 4) or (X == 3 and Y == 2):
    print(""YES"")
else:
    print(""NO"")
","1.0"
"d48be896-b484-440a-9ca5-2cc0f31533dc","
X = int(input())
Y = int(input())

if (X == 5 and Y == 4) or (X == 6 and Y == 2) or (X == 6 and Y == 4) or (X == 5 and Y == 2) or (X == 4 and Y == 3) or (X == 4 and Y == 5) or (X == 3 and Y == 4) or (X == 3 and Y == 2):
    print(""YES"")
else:
    print(""NO"")
","1.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","
n = int(input())
afraid = n - 2
if afraid % 10 == 1 and afraid % 100 != 11:
    print(f""{afraid} mag"")
elif 2 <= afraid % 10 <= 4 and (afraid % 100 < 10 or afraid % 100 >= 20):
    print(f""{afraid} maga"")
else:
    print(f""{afraid} magov"")
","1.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","
n = int(input())
if n == 1:
    print(""1 mag"")
elif n == 2:
    print(""1 mag"")
elif n == 3:
    print(""1 mag"")
elif n == 4:
    print(""2 maga"")
elif n == 5:
    print(""3 magov"")
elif n == 6:
    print(""4 magov"")
else:
    print(f""{n - 2} magov"")
","1.0"
"4659a273-9c89-4ff8-a1bd-6d0ae87e9915","
n = int(input())
afraid_magicians = n - 2
if afraid_magicians % 10 == 1 and afraid_magicians % 100 != 11:
    suffix = ""mag""
elif 2 <= afraid_magicians % 10 <= 4 and (afraid_magicians % 100 < 10 or afraid_magicians % 100 >= 20):
    suffix = ""maga""
else:
    suffix = ""magov""
print(afraid_magicians, suffix)
","1.0"
"777756d6-d867-4cc7-978e-717933384418","n = int(input())houses = [""Gryffindor"", ""Slytherin"", ""Ravenclaw"", ""Hufflepuff""]print(houses[(n - 1) % 4])","1.0"
"777756d6-d867-4cc7-978e-717933384418","
n = int(input())
houses = [""Gryffindor"", ""Slytherin"", ""Ravenclaw"", ""Hufflepuff""]
print(houses[(n - 1) % 4])
","1.0"
"777756d6-d867-4cc7-978e-717933384418","
n = int(input())
houses = [""Gryffindor"", ""Slytherin"", ""Ravenclaw"", ""Hufflepuff""]
print(houses[(n - 1) % 4])
","1.0"
"af34735a-a422-4900-a41c-ce3188000595","
n = int(input())
i = 0
while i < n:
    print(""I must not tell lies"")
    i += 1
","1.0"
"af34735a-a422-4900-a41c-ce3188000595","
n = int(input())

for i in range(n):
    print(""I must not tell lies"")
","1.0"
"af34735a-a422-4900-a41c-ce3188000595","
n = int(input())
i = 0
while i < n:
    print(""I must not tell lies"")
    i += 1
","1.0"
"15420900-ca97-49e3-846a-13bd92d9bace","n = int(input())while n > 0:print(n % 10)n //= 10","1.0"
"15420900-ca97-49e3-846a-13bd92d9bace","
n = int(input())
while n > 0:
    print(n % 10)
    n //= 10
","1.0"
"15420900-ca97-49e3-846a-13bd92d9bace","
n = int(input())
while n > 0:
    print(n % 10)
    n //= 10
","1.0"
"a809c102-e8a6-45ff-9baa-9a998d1927f1","
n = int(input())
m = int(input())
for i in range(m):
    n = n * 3
    print(n)
","1.0"
"a809c102-e8a6-45ff-9baa-9a998d1927f1","n = int(input())
m = int(input())

for _ in range(m):
    n = n * 3

print(n)
###","1.0"
"a809c102-e8a6-45ff-9baa-9a998d1927f1","
n = int(input())
m = int(input())
for week in range(m):
    n *= 3
    print(n)
","1.0"
"c7512b39-389d-4ddb-b3fe-5475bd01a088","a = int(input())
b = int(input())
attempts = 0
correct_sum = a + b

while True:
    attempts += 1
    s = int(input())
    if s == correct_sum:
        break

print(attempts)","1.0"
"c7512b39-389d-4ddb-b3fe-5475bd01a088","a = int(input())b = int(input())correct_sum = a + battempts = 0while True:s = int(input())attempts += 1if s == correct_sum:print(attempts)break","1.0"
"c7512b39-389d-4ddb-b3fe-5475bd01a088","
a = int(input())
b = int(input())
correct_sum = a + b
attempts = 0

while True:
    s = int(input())
    attempts += 1
    if s == correct_sum:
        print(attempts)
        break
","1.0"
"8db514ad-0242-48a9-ab6e-85b0e8171d87","
A = int(input())
B = int(input())
count = 0

while A > 0 and B > 0:
    if A > B:
        count += A // B
        A = A % B
    else:
        count += B // A
        B = B % A

print(count)
","1.0"
"8db514ad-0242-48a9-ab6e-85b0e8171d87","
A = int(input())
B = int(input())
count = 0

while A > 0 and B > 0:
    if A > B:
        count += A // B
        A = A % B
    else:
        count += B // A
        B = B % A

print(count)
","1.0"
"8db514ad-0242-48a9-ab6e-85b0e8171d87","
A = int(input())
B = int(input())
count = 0

while A > 0 and B > 0:
    if A > B:
        count += A // B
        A = A % B
    else:
        count += B // A
        B = B % A

print(count)
","1.0"
"0c2c7e3c-f232-46ee-b1a9-748e4ac46772","
s = input()
if any(c not in 'абвгдеёжзийклмнопрстуфхцчшщыэюяАБВГДЕЁЖЗИЙКЛМНОПРСТУФХЦЧШЩЫЭЮЯ' for c in s):
    print(""YES"")
else:
    print(""NO"")
","1.0"
"0c2c7e3c-f232-46ee-b1a9-748e4ac46772","
s = input()
if all('а' <= c <= 'я' or 'А' <= c <= 'Я' for c in s if c.isalpha()):
    print(""NO"")
else:
    print(""YES"")
","1.0"
"0c2c7e3c-f232-46ee-b1a9-748e4ac46772","
s = input()
if all('а' <= c <= 'я' or 'А' <= c <= 'Я' for c in s if c.isalpha()):
    print(""NO"")
else:
    print(""YES"")
","1.0"
"5b6da202-e075-48fb-a015-421187973431","
v = int(input())
t = int(input())
print(v * t)
","1.0"
"5b6da202-e075-48fb-a015-421187973431","v, t = input().split()
v = int(v)
t = int(t)
print(v * t)","1.0"
"5b6da202-e075-48fb-a015-421187973431","
v = int(input())
t = int(input())
distance = v * t
print(distance)
","1.0"
"050f0a60-1200-4dec-acb5-12c3b9f24d0d","
n = int(input())
print(n // 60)
","1.0"
"050f0a60-1200-4dec-acb5-12c3b9f24d0d","
n = int(input())
hours = n // 60
print(hours)
","1.0"
"050f0a60-1200-4dec-acb5-12c3b9f24d0d","
n = int(input())
hours = n // 60
print(hours)
","1.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","
numbers = list(map(int, input().split()))
count = 0
for number in numbers:
    if 10 <= number < 100 and number % 10 == 0:
        count += 1
print(count)
","1.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","numbers = list(map(int, input().split()))count = 0for num in numbers:if 10 <= num < 100 and num % 10 == 0:count += 1print(count)","1.0"
"33cf3c19-292d-4544-a9a5-0e2a3c965272","
numbers = list(map(int, input().split()))
count = 0
for number in numbers:
    if 10 <= number < 100 and number % 10 == 0:
        count += 1
print(count)
","1.0"
"40d78243-79a0-4ec7-8ff5-47f803a55e0b","
def count_valid_chains(input_string):
    count = 0
    for i in range(len(input_string) - 2):
        first, second, third = input_string[i], input_string[i+1], input_string[i+2]
        if first in 'BCD' and second in 'BDE' and third in 'BCE':
            if first != second and second != third:
                count += 1
    return count

input_string = input().strip()
print(count_valid_chains(input_string))
","1.0"
"40d78243-79a0-4ec7-8ff5-47f803a55e0b","
def count_chains(s):
    count = 0
    for i in range(len(s) - 2):
        first = s[i]
        if first in 'BCD':
            second = s[i + 1]
            if second in 'BDE' and second != first:
                third = s[i + 2]
                if third in 'BCE' and third != second:
                    count += 1
    return count

input_string = input().strip()
print(count_chains(input_string))
","1.0"
"40d78243-79a0-4ec7-8ff5-47f803a55e0b","
s = input().strip()
count = 0
for i in range(len(s) - 2):
    if s[i] in 'BCD':
        if s[i + 1] in 'BDE' and s[i + 1] != s[i]:
            if s[i + 2] in 'BCE' and s[i + 2] != s[i + 1]:
                count += 1
print(count)
","1.0"
"f2aee372-d88a-497b-a1d2-64b122fc8b0a","
n = int(input())
for i in range(2, n + 1):
    if n % i == 0:
        print(i)
        break
","1.0"
"f2aee372-d88a-497b-a1d2-64b122fc8b0a","def smallest_divisor(n):
    for i in range(2, n + 1):
        if n % i == 0:
            return i

n = int(input())
print(smallest_divisor(n))","1.0"
"f2aee372-d88a-497b-a1d2-64b122fc8b0a","
n = int(input())
for i in range(2, n + 1):
    if n % i == 0:
        print(i)
        break
","1.0"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","
n = int(input())
if n <= 1:
    print(""NO"")
else:
    is_prime = True
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            is_prime = False
            break
    if is_prime:
        print(""YES"")
    else:
        print(""NO"")
","1.0"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","def is_prime(n):
    if n <= 1:
        return 'NO'
    for i in range(2, int(n ** 0.5) + 1):
        if n % i == 0:
            return 'NO'
    return 'YES'

n = int(input())
print(is_prime(n))
","1.0"
"132b4d29-b1fe-4591-be7e-9e4e150e35b6","
n = int(input())
if n < 2:
    print(""NO"")
else:
    for i in range(2, int(n**0.5) + 1):
        if n % i == 0:
            print(""NO"")
            break
    else:
        print(""YES"")
","1.0"
"3ae56164-1134-42f9-8fd7-204a82b81e52","
def smallest_number_with_divisors(a):
    def prime_factors(n):
        factors = []
        d = 2
        while d * d <= n:
            while (n % d) == 0:
                factors.append(d)
                n //= d
            d += 1
        if n > 1:
            factors.append(n)
        return factors

    def count_divisors(n):
        count = 0
        for i in range(1, int(n**0.5) + 1):
            if n % i == 0:
                count += 1
                if i != n // i:
                    count += 1
        return count

    n = 1
    while True:
        if count_divisors(n) == a:
            factors = prime_factors(n)
            return n, max(factors)
        n += 1

a = int(input())
result = smallest_number_with_divisors(a)
print(result[0], result[1])
","1.0"
"3ae56164-1134-42f9-8fd7-204a82b81e52","def smallest_number_with_exact_divisors(a):def prime_factors(n):factors = set()while n % 2 == 0:factors.add(2)n //= 2for i in range(3, int(n**0.5) + 1, 2):while n % i == 0:factors.add(i)n //= iif n > 2:factors.add(n)return factorsdef count_divisors(n):count = 1for i in range(2, int(n**0.5) + 1):if n % i == 0:exp = 0while n % i == 0:n //= iexp += 1count *= (exp + 1)if n > 1:count *= 2return countn = 1while True:if count_divisors(n) == a:greatest_prime = max(prime_factors(n))return n, greatest_primen += 1a = int(input())result = smallest_number_with_exact_divisors(a)print(result[0], result[1])","1.0"
"3ae56164-1134-42f9-8fd7-204a82b81e52","
def smallest_number_with_exactly_a_divisors(a):
    def prime_factors(n):
        factors = []
        d = 2
        while d * d <= n:
            while (n % d) == 0:
                factors.append(d)
                n //= d
            d += 1
        if n > 1:
            factors.append(n)
        return factors

    def count_divisors(n):
        count = 0
        for i in range(1, int(n**0.5) + 1):
            if n % i == 0:
                count += 1
                if i != n // i:
                    count += 1
        return count

    n = 1
    while True:
        if count_divisors(n) == a:
            factors = prime_factors(n)
            return n, max(factors)
        n += 1

a = int(input())
result = smallest_number_with_exactly_a_divisors(a)
print(result[0], result[1])
","1.0"
"e291f79e-b00b-4223-8250-eb7e45d39e54","def replace_letters(text):return text.replace('R', 'Z').replace('r', 'z')input_text = input()output_text = replace_letters(input_text)print(output_text)","1.0"
"e291f79e-b00b-4223-8250-eb7e45d39e54","
text = input()
result = ''
for char in text:
    if char == 'R':
        result += 'Z'
    elif char == 'r':
        result += 'z'
    else:
        result += char
print(result)
","1.0"
"e291f79e-b00b-4223-8250-eb7e45d39e54","
def replace_hated_letter(text):
    return text.replace('R', 'Z').replace('r', 'z')

input_text = input()
output_text = replace_hated_letter(input_text)
print(output_text)
","1.0"
"7c143f80-2e7e-4890-bee7-ffbdcbf5b05b","
def count_conjunctions(text):
    words = text.split()
    conjunctions = set()
    for word in words:
        letters = set(word.lower())
        if len(letters) == 1:
            conjunctions.add(word.lower())
    return len(conjunctions)

input_text = input()
print(count_conjunctions(input_text))
","1.0"
"7c143f80-2e7e-4890-bee7-ffbdcbf5b05b","def count_conjunctions(text):
    conjunctions = ['and', 'but', 'or', 'for']
    count = 0
    for conjunction in conjunctions:
        count += text.lower().count(conjunction)
    return count

# Read input line
text = input()

# Write output
print(count_conjunctions(text))","1.0"
"7c143f80-2e7e-4890-bee7-ffbdcbf5b05b","
def count_conjunctions(text):
    words = text.split()
    conjunctions = set()
    for word in words:
        if len(set(word.lower())) == 1:
            conjunctions.add(word.lower())
    return len(conjunctions)

input_text = input()
print(count_conjunctions(input_text))
","1.0"
"3d13981c-49a5-449f-aef6-a62cad45d8f4","
def factorial(x):
    result = 1
    for i in range(1, x + 1):
        result *= i
    return result

n, k = map(int, input().split())
print(factorial(n) // (factorial(k) * factorial(n - k)))
","1.0"
"3d13981c-49a5-449f-aef6-a62cad45d8f4","
def factorial(num):
    result = 1
    for i in range(1, num + 1):
        result *= i
    return result

def combinations(n, k):
    numerator = factorial(n)
    denominator = factorial(k) * factorial(n - k)
    return numerator // denominator

n, k = map(int, input().split())
print(combinations(n, k))
","1.0"
"3d13981c-49a5-449f-aef6-a62cad45d8f4","
def factorial(num):
    if num == 0 or num == 1:
        return 1
    result = 1
    for i in range(2, num + 1):
        result *= i
    return result

def combinations(n, k):
    return factorial(n) // factorial(k) * factorial(n - k)

n, k = map(int, input().split())
print(combinations(n, k))
","1.0"
"a0497858-245b-4fc6-9d58-990c5e2f0724","
n = int(input())
max_num = 0
for _ in range(n):
    num = int(input())
    if num % 10 == 2 and num > max_num:
        max_num = num
print(max_num)
","1.0"
"a0497858-245b-4fc6-9d58-990c5e2f0724","
n = int(input())
max_num = 0
for _ in range(n):
    num = int(input())
    if num % 10 == 2 and num > max_num:
        max_num = num
print(max_num)
","1.0"
"a0497858-245b-4fc6-9d58-990c5e2f0724","
n = int(input())
max_num = -1
for _ in range(n):
    num = int(input())
    if num % 10 == 2 and num > max_num:
        max_num = num
print(max_num)
","1.0"
"5be45c97-769f-45be-9ed4-b4dd633ac057","
def remove_extra_spaces(s):
    return ' '.join(s.split())

input_string = input()
output_string = remove_extra_spaces(input_string)
print(output_string)
","1.0"
"5be45c97-769f-45be-9ed4-b4dd633ac057","def remove_extra_spaces(s):words = s.split()return ' '.join(words)input_string = input()output_string = remove_extra_spaces(input_string)print(output_string)","1.0"
"5be45c97-769f-45be-9ed4-b4dd633ac057","
def remove_extra_spaces(s):
    return ' '.join(s.split())

input_string = input()
output_string = remove_extra_spaces(input_string)
print(output_string)
","1.0"
"4b28d852-6b47-4db4-aa6b-099ecb0e7a8b","
n = int(input())
while n > 0:
    print(n)
    if n % 2 == 0:
        n //= 2
    else:
        n = (n * 3 - 1) // 2
","1.0"
"4b28d852-6b47-4db4-aa6b-099ecb0e7a8b","
n = int(input())
while n > 1:
    print(n)
    if n % 2 == 0:
        n //= 2
    else:
        n = (3 * n + 1) // 2
print(n)
","1.0"
"4b28d852-6b47-4db4-aa6b-099ecb0e7a8b","
n = int(input())
while n > 0:
    print(n)
    if n % 2 == 0:
        n //= 2
    else:
        n = (n * 3 - 1) // 2
","1.0"
"6d5943fe-80bb-4799-adf9-505069a003c1","
s = input()
positions = []
for i, char in enumerate(s):
    if char.isalpha() and 'a' <= char.lower() <= 'z':
        positions.append(i + 1)
if positions:
    print(' '.join(map(str, positions)))
else:
    print(-1)
","1.0"
"6d5943fe-80bb-4799-adf9-505069a003c1","
s = input()
positions = []

for i, c in enumerate(s):
    if 'a' <= c <= 'z' or 'A' <= c <= 'Z':
        positions.append(i + 1)

if positions:
    print(' '.join(map(str, positions)))
else:
    print(-1)
","1.0"
"6d5943fe-80bb-4799-adf9-505069a003c1","
s = input()
positions = []

for i in range(len(s)):
    if s[i].isalpha():
        positions.append(i + 1)

if positions:
    print("" "".join(map(str, positions)))
else:
    print(-1)
","1.0"
"48521f16-2133-47f1-b071-0706a6062411","
def translate_to_murra(text):
    result = []
    for word in text.split():
        if word[0] == 'a':
            new_word = 'mur-i' + word[1:]
        else:
            new_first_letter = chr(ord(word[0]) - 1)
            new_word = 'mur-' + new_first_letter + word[1:]
        result.append(new_word)
    return ' '.join(result)

input_text = input()
print(translate_to_murra(input_text))
","1.0"
"48521f16-2133-47f1-b071-0706a6062411","
def translate_to_murra(text):
    def transform_word(word):
        if not word:
            return """"
        first_char = ""i"" if word[0] == ""a"" else chr(ord(word[0]) - 1)
        return ""mur-"" + first_char + word[1:]
    words = text.split()
    return ' '.join(transform_word(word) for word in words)

text = input()
print(translate_to_murra(text))
","1.0"
"48521f16-2133-47f1-b071-0706a6062411","
def translate_to_murra(text):
    result = []
    for word in text.split():
        if word[0] == 'a':
            new_word = 'mur-i' + word[1:]
        else:
            new_first_letter = chr(ord(word[0]) - 1)
            new_word = 'mur-' + new_first_letter + word[1:]
        result.append(new_word)
    return ' '.join(result)

input_text = input()
print(translate_to_murra(input_text))
","1.0"
"901dd977-9e8b-4b54-9730-6aeaa9d4a9e7","
angle = int(input())
third_angle = 90 - angle
print(third_angle)
","1.0"
"901dd977-9e8b-4b54-9730-6aeaa9d4a9e7","
angle = int(input())
third_angle = 90 - angle
print(third_angle)
","1.0"
"901dd977-9e8b-4b54-9730-6aeaa9d4a9e7","
angle = int(input())
third_angle = 90 - angle
print(third_angle)
","1.0"
"091ddb60-bc05-4be5-808d-ce061c459e3e","
area = int(input())
side = int(input())
other_side = area // side
print(other_side)
","1.0"
"091ddb60-bc05-4be5-808d-ce061c459e3e","
area = int(input())
side = int(input())
other_side = area // side
print(other_side)
","1.0"
"091ddb60-bc05-4be5-808d-ce061c459e3e","
area = int(input())
side = int(input())
other_side = area // side
print(other_side)
","1.0"
"ebc1af65-7f28-4308-a3c3-07335f379d84","
N = int(input())
count = 0
for i in range(1, N + 1):
    if N % i == 0:
        count += 1
print(count)
","1.0"
"ebc1af65-7f28-4308-a3c3-07335f379d84","def divisors_count(n):
    count = 0
    for i in range(1, n + 1):
        if n % i == 0:
            count += 1
    return count

n = int(input(""Enter a natural number (1 >= N <= 1000000): ""))
print(divisors_count(n))
#####","1.0"
"ebc1af65-7f28-4308-a3c3-07335f379d84","
N = int(input())
count = 0
for i in range(1, N + 1):
    if N % i == 0:
        count += 1
print(count)
","1.0"
"94581bd4-2060-44f1-ad09-4c18917d4f17","
def max_different_neighbors(s):
    max_len = 0
    curr_len = 1
    for i in range(1, len(s)):
        if s[i] != s[i - 1]:
            curr_len += 1
        else:
            max_len = max(max_len, curr_len)
            curr_len = 1
    max_len = max(max_len, curr_len)
    return max_len

input_string = ""xyzxxxyxzyxzyyyxxyzyzxyxxyyx""
print(max_different_neighbors(input_string))
","1.0"
