"task","code","generated"
"c0632a37-be24-4c63-96eb-d2a1da7f48e6","
n, m = map(int, input().split())
seats = list(map(int, input().split()))

max_earnings = 0
min_earnings = 0

# Calculate maximum earnings
for _ in range(n):
    max_seat_index = seats.index(max(seats))
    max_earnings += seats[max_seat_index]
    seats[max_seat_index] -= 1

# Reset seats for minimum earnings calculation
seats = list(map(int, input().split()))

# Calculate minimum earnings
for _ in range(n):
    min_seat_index = seats.index(min(seats))
    min_earnings += seats[min_seat_index]
    seats[min_seat_index] -= 1

print(max_earnings, min_earnings)
","0.926"
"c0632a37-be24-4c63-96eb-d2a1da7f48e6","
n, m = map(int, input().split())
seats = list(map(int, input().split()))

# Calculate maximum earnings
max_earnings = 0
for i in range(n):
    max_plane = max(seats)
    max_earnings += max_plane
    seats[seats.index(max_plane)] -= 1

# Reset seats for minimum earnings calculation
seats = list(map(int, input().split()))

# Calculate minimum earnings
min_earnings = 0
for i in range(n):
    min_plane = min(seats)
    min_earnings += min_plane
    seats[seats.index(min_plane)] -= 1

print(max_earnings, min_earnings)
","0.934"
"c0632a37-be24-4c63-96eb-d2a1da7f48e6","
n, m = map(int, input().split())
seats = list(map(int, input().split()))

max_profit = 0
min_profit = 0

# Calculate maximum profit
seats_max = sorted(seats, reverse=True)
for i in range(n):
    max_profit += seats_max[i % m]
    seats_max[i % m] -= 1
seats_max = sorted(seats, reverse=True)

# Calculate minimum profit
for i in range(n):
    min_profit += seats_max[0]
    seats_max[0] -= 1
    seats_max.sort(reverse=True)

print(max_profit, min_profit)
","0.96"
"a6dac91d-dc25-4a4c-8045-f2477dff47f7","
S = int(input())
p = S // 6
k = 2 * p * 2
s = p
print(p, k, s)
","0.963"
"a6dac91d-dc25-4a4c-8045-f2477dff47f7","
S = int(input())
petya_and_seryozha = S // 6
katya = S - 2 * petya_and_seryozha
print(petya_and_seryozha, katya, petya_and_seryozha)
","0.964"
"a6dac91d-dc25-4a4c-8045-f2477dff47f7","
S = int(input())
petya_and_seryozha = S // 6
katya = S - 2 * petya_and_seryozha
print(petya_and_seryozha, katya, petya_and_seryozha)
","0.946"
"e8cf929e-fd4d-415a-b28b-df10c5475b9f","salaries = list(map(int, input().split()))print(max(salaries) - min(salaries))","0.932"
"e8cf929e-fd4d-415a-b28b-df10c5475b9f","
salaries = list(map(int, input().split()))
print(max(salaries) - min(salaries))
","0.911"
"e8cf929e-fd4d-415a-b28b-df10c5475b9f","
salaries = list(map(int, input().split()))
print(max(salaries) - min(salaries))
","0.901"
"66fe36a2-dbeb-4e74-b4cb-c2279ce0b3a1","
N = int(input())
oldest_age = -1
oldest_index = -1

for i in range(1, N + 1):
    V, S = map(int, input().split())
    if S == 1:
        if V > oldest_age:
            oldest_age = V
            oldest_index = i
        elif V == oldest_age and i < oldest_index:
            oldest_index = i

print(oldest_index if oldest_index != -1 else -1)
","0.901"
"66fe36a2-dbeb-4e74-b4cb-c2279ce0b3a1","
N = int(input())
oldest_age = -1
oldest_index = -1

for i in range(N):
    age, gender = map(int, input().split())
    if gender == 1:
        if age > oldest_age:
            oldest_age = age
            oldest_index = i + 1
        elif age == oldest_age:
            oldest_index = min(oldest_index, i + 1)

print(oldest_index if oldest_index != -1 else -1)
","0.926"
"66fe36a2-dbeb-4e74-b4cb-c2279ce0b3a1","
N = int(input())
oldest_age = -1
oldest_index = -1

for i in range(N):
    age, gender = map(int, input().split())
    if gender == 1:
        if age > oldest_age:
            oldest_age = age
            oldest_index = i + 1
        elif age == oldest_age:
            oldest_index = min(oldest_index, i + 1)

print(oldest_index if oldest_index != -1 else -1)
","0.989"
"efada5f3-2c43-44fd-8907-f15b1cffa135","
N = input().strip()
if N == N[::-1]:
    print(""YES"")
else:
    print(""NO"")
","0.901"
"efada5f3-2c43-44fd-8907-f15b1cffa135","n = int(input(""Enter a four-digit natural number: ""))

palindrome = True
first = n // 1000
last = n % 10

if first != last:
    palindrome = False

while n >= 100 and palindrome:
    n //= 10
    n %= 900
    first = n // 100
    last = n % 10
    if first != last:
        palindrome = False

if palindrome:
    print(""YES"")
else:
    print(""NO"")
","0.968"
"efada5f3-2c43-44fd-8907-f15b1cffa135","
N = input().strip()
if N == N[::-1]:
    print(""YES"")
else:
    print(""NO"")
","0.984"
"95d48130-7035-43d4-ae28-e60b98e3b8c3","
N = int(input())
days = [0] * 32
for _ in range(N):
    A, B = map(int, input().split())
    for day in range(A, B + 1):
        days[day] += 1
if any(days[day] == N for day in range(1, 32)):
    print(""YES"")
else:
    print(""NO"")
","0.922"
"95d48130-7035-43d4-ae28-e60b98e3b8c3","N = int(input())days = [0] * 32for _ in range(N):A, B = map(int, input().split())for day in range(A, B + 1):days[day] += 1if any(days[1:]):print(""YES"")else:print(""NO"")","0.939"
"95d48130-7035-43d4-ae28-e60b98e3b8c3","
N = int(input())
days = [0] * 32
for _ in range(N):
    A, B = map(int, input().split())
    for day in range(A, B + 1):
        days[day] += 1
if any(days[1:]):
    print(""YES"")
else:
    print(""NO"")
","0.901"
"d7e24cdf-a14d-405b-b6a2-94acc8731072","
L, W, H = map(int, input().split())
area = 2 * (L * H + W * H)
cans_needed = (area + 15) // 16
print(cans_needed)
","0.906"
"d7e24cdf-a14d-405b-b6a2-94acc8731072","L, W, H = map(int, input().split())

area = L * W
volume = area * H
required_cans = volume // 16

print(required_cans)
####","0.952"
"d7e24cdf-a14d-405b-b6a2-94acc8731072","
L, W, H = map(int, input().split())
area = 2 * (L * H + W * H)
cans_needed = (area + 15) // 16
print(cans_needed)
","0.92"
"85b0ee0e-7ee4-4014-9cac-8d39ec3963e2","
G, S, H, R = map(int, input().split())
M = int(input())
max_students = max(G, S, H, R)
min_in_class = (max_students + M - 1) // M
print(min_in_class)
","0.987"
"85b0ee0e-7ee4-4014-9cac-8d39ec3963e2","
G, S, H, R = map(int, input().split())
M = int(input())

max_students = max(G, S, H, R)
min_in_class = (max_students + M - 1) // M

print(min_in_class)
","0.993"
"85b0ee0e-7ee4-4014-9cac-8d39ec3963e2","
G, S, H, R = map(int, input().split())
M = int(input())

max_students = max(G, S, H, R)
min_in_class = (max_students + M - 1) // M

print(min_in_class)
","0.92"
"0423722e-d503-42c8-a744-3bdd6cf13d0a","
n = int(input())
start = 10**(n-1)
end = 10**n - 1
total_sum = (end * (end + 1) // 2) - (start * (start - 1) // 2)
print(total_sum)
","0.911"
"0423722e-d503-42c8-a744-3bdd6cf13d0a","n = int(input())if n == 1:print(45)else:total = 0for i in range(10**(n-1), 10**n):total += iprint(total)","0.924"
"0423722e-d503-42c8-a744-3bdd6cf13d0a","
n = int(input())
if n == 1:
    print(45)
else:
    start = 10**(n-1)
    end = 10**n - 1
    count = end - start + 1
    total_sum = (count * (start + end)) // 2
    print(total_sum)
","0.935"
"b4962d04-c827-4a5e-8a7f-c749d635df29","
N = int(input())
boxes = N // 144
N %= 144
bundles = N // 12
pairs = N % 12
print(boxes, bundles, pairs)
","0.955"
"b4962d04-c827-4a5e-8a7f-c749d635df29","
N = int(input())
boxes = N // 144
N %= 144
bundles = N // 12
pairs = N % 12
print(boxes, bundles, pairs)
","0.961"
"b4962d04-c827-4a5e-8a7f-c749d635df29","
N = int(input())
boxes = N // 144
N %= 144
bundles = N // 12
pairs = N % 12
print(boxes, bundles, pairs)
","0.968"
"8bd559bb-2d0f-401e-96cd-b7aad95a8365","
N = int(input())
cards = [chr(i) for i in range(65, 65 + N)]
result = []
while cards:
    result.append(cards.pop(0))
    if cards:
        result.insert(-1, cards.pop())
print(''.join(result))
","0.924"
"8bd559bb-2d0f-401e-96cd-b7aad95a8365","n = int(input())
solution_list = [chr(i) for i in range(65, 65 + n)]
permutations = [""""] * n
for i in range(n):
    permutations[(i + 1) % 2] = solution_list[i]

for i in range(1, n):
    for j in range(n):
        if permutations[(j + 1) % 2] > permutations[j]:
            temp = permutations[(j + 1) % 2]
            permutations[(j + 1) % 2] = permutations[j]
            permutations[j] = temp
            k = (j + 1) // 2
            while k > 0 and permutations[(j - k + 1) % 2] > permutations[j - k]:
                temp = permutations[(j - k + 1) % 2]
                permutations[(j - k + 1) % 2] = permutations[j - k]
                permutations[j - k] = temp
                k //= 2

    for i in range(n):
        permutations[(i + 1) % 2] = solution_list[i]

output_str = """".join(permutations)
print(output_str)
<tool_call>
<|end_of_text|>.FormsToActiveSheet()

function f = cards(n)
    # Read the number of cards from the input
    f = char(input('Enter the natural number N (N does not exceed 26) "",N"");

    # Create an array of the first N capital Latin letters
    solution_array = char(65:65+N-1);
    
    # Permutations of the solution array
    permutations = array(n,1);
    for i = 1:2:n
        permutations(i) = solution_array(i);
    end

    # Bubble sort
    for i = 1:floor(n/2)
        for j = 1:n-1
            if char(permutations(j+1)) > char(permutations(j))
                temp = permutations(j+1);
                permutations(j+1) = permutations(j);
                permutations(j) = temp;
                k = floor((j-1)/2);
                while k > 0 && char(permutations(j-k+1)) > char(permutations(j))
                    temp = permutations(j-k+1);
                    permutations(j-k+1) = permutations(j-k);
                    permutations(j-k) = temp;
                    k = floor(k/2);
                end
            end
        end

        # Reinitialize steps
        for i = 1:n
            permutations(2*i-1) = solution_array(i);
        end
    end

    # Convert permutation array to a string and display the output
    output_str = char(permutations);
    disp(output_str);","0.925"
"8bd559bb-2d0f-401e-96cd-b7aad95a8365","
N = int(input())
cards = [chr(i) for i in range(65, 65 + N)]
result = []
while cards:
    result.append(cards.pop(0))
    if cards:
        result.insert(-1, cards.pop())
print(''.join(result))
","0.919"
"b93c1e57-b459-4cb9-b55c-c7e9572a4185","w, h = map(int, input().split())n = int(input())canvas = [[0] * (h + 1) for _ in range(w + 1)]for _ in range(n):x1, y1, x2, y2 = map(int, input().split())for i in range(x1, x2):for j in range(y1, y2):canvas[i][j] = 1painted_area = sum(sum(row) for row in canvas)total_area = w * hunpainted_area = total_area - painted_areaprint(unpainted_area)","0.988"
"b93c1e57-b459-4cb9-b55c-c7e9572a4185","w, h = map(int, input().split())
n = int(input())

area = w * h

for _ in range(n):
    x1, y1, x2, y2 = map(int, input().split())
    area -= (x2 - x1) * (y2 - y1)

print(area)
</EXPLANATION>
<|end_of_text|>edcandidates
<|end_of_text|>:// Reviews
There is no reviews yet. Be the first to review this candidate's answer!","0.985"
"b93c1e57-b459-4cb9-b55c-c7e9572a4185","
w, h = map(int, input().split())
n = int(input())
canvas = [[0] * w for _ in range(h)]

for _ in range(n):
    x1, y1, x2, y2 = map(int, input().split())
    for i in range(y1, y2):
        for j in range(x1, x2):
            canvas[i][j] = 1

painted_area = sum(sum(row) for row in canvas)
total_area = w * h
unpainted_area = total_area - painted_area
print(unpainted_area)
","0.945"
"f2fd7d1f-60d9-4447-8775-ae1cb1500275","
N, K = map(int, input().split())
pins = ['I'] * N

for _ in range(K):
    l, r = map(int, input().split())
    for i in range(l-1, r):
        pins[i] = '.'

print(''.join(pins))
","0.983"
"f2fd7d1f-60d9-4447-8775-ae1cb1500275","
N, K = map(int, input().split())
pins = ['I'] * N

for _ in range(K):
    l, r = map(int, input().split())
    for j in range(l - 1, r):
        pins[j] = '.'

print(''.join(pins))
","0.907"
"f2fd7d1f-60d9-4447-8775-ae1cb1500275","
N, K = map(int, input().split())
pins = ['I'] * N

for _ in range(K):
    l, r = map(int, input().split())
    for j in range(l - 1, r):
        pins[j] = '.'

print(''.join(pins))
","0.982"
"33211b17-8264-45f5-b080-9ef68ce82655","
def is_parallelogram(p1, p2, p3, p4):
    def distance_sq(a, b):
        return (a[0] - b[0]) ** 2 + (a[1] - b[1]) ** 2

    d1 = distance_sq(p1, p2)
    d2 = distance_sq(p1, p3)
    d3 = distance_sq(p1, p4)
    d4 = distance_sq(p2, p3)
    d5 = distance_sq(p2, p4)
    d6 = distance_sq(p3, p4)

    return (d1 == d4 and d2 == d5 and d3 == d6) or (d1 == d5 and d2 == d4 and d3 == d6)

N = int(input())
for _ in range(N):
    points = list(map(int, input().split()))
    p1 = (points[0], points[1])
    p2 = (points[2], points[3])
    p3 = (points[4], points[5])
    p4 = (points[6], points[7])
    if is_parallelogram(p1, p2, p3, p4):
        print(""YES"")
    else:
        print(""NO"")
","0.981"
"33211b17-8264-45f5-b080-9ef68ce82655","
def is_parallelogram(p1, p2, p3, p4):
    def distance_sq(a, b):
        return (a[0] - b[0]) ** 2 + (a[1] - b[1]) ** 2

    d1 = distance_sq(p1, p2)
    d2 = distance_sq(p1, p3)
    d3 = distance_sq(p1, p4)
    d4 = distance_sq(p2, p3)
    d5 = distance_sq(p2, p4)
    d6 = distance_sq(p3, p4)

    return (d1 == d4 and d2 == d5 and d3 == d6) or (d1 == d5 and d2 == d4 and d3 == d6)

N = int(input())
for _ in range(N):
    points = list(map(int, input().split()))
    p1 = (points[0], points[1])
    p2 = (points[2], points[3])
    p3 = (points[4], points[5])
    p4 = (points[6], points[7])
    if is_parallelogram(p1, p2, p3, p4):
        print(""YES"")
    else:
        print(""NO"")
","0.919"
"33211b17-8264-45f5-b080-9ef68ce82655","
def is_parallelogram(p1, p2, p3, p4):
    def distance_sq(a, b):
        return (a[0] - b[0]) ** 2 + (a[1] - b[1]) ** 2

    d1 = distance_sq(p1, p2)
    d2 = distance_sq(p1, p3)
    d3 = distance_sq(p1, p4)
    d4 = distance_sq(p2, p3)
    d5 = distance_sq(p2, p4)
    d6 = distance_sq(p3, p4)

    return (d1 == d4 and d2 == d5 and d3 == d6) or (d1 == d5 and d2 == d4 and d3 == d6)

N = int(input())
for _ in range(N):
    points = list(map(int, input().split()))
    p1 = (points[0], points[1])
    p2 = (points[2], points[3])
    p3 = (points[4], points[5])
    p4 = (points[6], points[7])
    
    if is_parallelogram(p1, p2, p3, p4):
        print(""YES"")
    else:
        print(""NO"")
","0.951"
"06d7584b-69d4-4bbe-b919-2cee80f53cae","
n = int(input())
print(n // 3 + (n % 3 > 0))
","0.989"
"06d7584b-69d4-4bbe-b919-2cee80f53cae","
n = int(input())
goals = 0
while n > 0:
    goals += 1
    n -= goals
print(goals)
","0.984"
"06d7584b-69d4-4bbe-b919-2cee80f53cae","
n = int(input())
goals = 0
while n > 0:
    goals += 1
    n -= goals
print(goals)
","0.981"
"8cb56479-bd55-4e5f-9901-b60fcd56d77f","
def find_ball_position(moves):
    position = 1
    for move in moves:
        if move == 'A':
            if position == 1:
                position = 2
            elif position == 2:
                position = 1
        elif move == 'B':
            if position == 2:
                position = 3
            elif position == 3:
                position = 2
        elif move == 'C':
            if position == 3:
                position = 4
            elif position == 4:
                position = 3
        elif move == 'D':
            if position == 4:
                position = 5
            elif position == 5:
                position = 4
    return position

moves = input().strip()
print(find_ball_position(moves))
","0.945"
"8cb56479-bd55-4e5f-9901-b60fcd56d77f","
sequence = input().strip()
cups = [1, 0, 0, 0, 0]

for move in sequence:
    if move == 'A':
        cups[0], cups[1] = cups[1], cups[0]
    elif move == 'B':
        cups[1], cups[2] = cups[2], cups[1]
    elif move == 'C':
        cups[2], cups[3] = cups[3], cups[2]
    elif move == 'D':
        cups[3], cups[4] = cups[4], cups[3]

print(cups.index(1) + 1)
","0.972"
"8cb56479-bd55-4e5f-9901-b60fcd56d77f","
def find_ball_position(moves):
    position = 1
    for move in moves:
        if move == 'A':
            if position == 1:
                position = 2
            elif position == 2:
                position = 1
        elif move == 'B':
            if position == 2:
                position = 3
            elif position == 3:
                position = 2
        elif move == 'C':
            if position == 3:
                position = 4
            elif position == 4:
                position = 3
        elif move == 'D':
            if position == 4:
                position = 5
            elif position == 5:
                position = 4
    return position

moves = input().strip()
print(find_ball_position(moves))
","0.935"
"e77e3519-0023-4628-97b4-562a17add717","
equation = input().strip()
if equation[1] == '+':
    if equation[0] == 'x':
        x = int(equation[4]) - int(equation[2])
    elif equation[2] == 'x':
        x = int(equation[4]) - int(equation[0])
    else:
        x = int(equation[0]) + int(equation[2])
elif equation[1] == '-':
    if equation[0] == 'x':
        x = int(equation[4]) + int(equation[2])
    elif equation[2] == 'x':
        x = int(equation[0]) - int(equation[4])
    else:
        x = int(equation[0]) - int(equation[2])
print(x)
","0.923"
"e77e3519-0023-4628-97b4-562a17add717","
equation = input().strip()
if equation[1] == '+':
    x_index = 0 if equation[0] == 'x' else 2 if equation[2] == 'x' else 4
    if x_index == 0:
        result = int(equation[4]) - int(equation[2])
    elif x_index == 2:
        result = int(equation[4]) - int(equation[0])
    else:
        result = int(equation[0]) + int(equation[2])
else:
    x_index = 0 if equation[0] == 'x' else 2 if equation[2] == 'x' else 4
    if x_index == 0:
        result = int(equation[4]) + int(equation[2])
    elif x_index == 2:
        result = int(equation[0]) - int(equation[4])
    else:
        result = int(equation[0]) - int(equation[2])
print(result)
","0.976"
"e77e3519-0023-4628-97b4-562a17add717","
equation = input().strip()
a = equation[0]
b = equation[2]
c = equation[4]

if a == 'x':
    if b == '+':
        x = int(c) - int(equation[2])
    else:
        x = int(c) + int(equation[2])
elif b == 'x':
    if equation[0] == '+':
        x = int(c) - int(a)
    else:
        x = int(a) - int(c)
else:
    if b == '+':
        x = int(a) + int(b) - int(c)
    else:
        x = int(a) - int(b) + int(c)

print(x)
","0.941"
"34353951-c305-4bd0-ac17-9df1578bc183","
def summarize_results(n, rounds):
    results = [[0] * 6 for _ in range(n)]
    total_points = [0] * 6
    
    for i in range(n):
        correct_option = rounds[i][0]
        answers = rounds[i][1:]
        count = answers.count(correct_option)
        
        if count == 1:
            points = 6
        elif count == 2:
            points = 3
        elif count == 3:
            points = 2
        else:
            points = 1
        
        for j in range(6):
            if answers[j] == correct_option:
                total_points[j] += points
        
        results[i] = total_points[:]
    
    return results

n = 3
rounds = [
    [1, 2, 2, 1, 3, 3, 2],
    [3, 4, 3, 2, 3, 1, 3],
    [4, 4, 4, 4, 4, 2, 4]
]

results = summarize_results(n, rounds)
for line in results:
    print("" "".join(map(str, line)))
","0.983"
"34353951-c305-4bd0-ac17-9df1578bc183","n = int(input())
results = []
for _ in range(n):
    result = list(map(int, input().split()))
    results.append(result)
    
for i in range(n):
    point_counts = [0] * 6
    for j in range(7):
        point_counts[result[j]-1] += 1
    results[i] = point_counts
    
for result in results:
    print(*result)","0.914"
"34353951-c305-4bd0-ac17-9df1578bc183","
N = int(input())
results = []

for _ in range(N):
    data = list(map(int, input().split()))
    correct_option = data[0]
    answers = data[1:]
    
    correct_count = answers.count(correct_option)
    points = [0] * 6
    
    if correct_count == 1:
        points[answers.index(correct_option)] = 6
    elif correct_count == 2:
        for i in range(6):
            if answers[i] == correct_option:
                points[i] = 3
    elif correct_count == 3:
        for i in range(6):
            if answers[i] == correct_option:
                points[i] = 2
    elif correct_count > 3:
        for i in range(6):
            if answers[i] == correct_option:
                points[i] = 1
    
    results.append(points)

for result in results:
    print("" "".join(map(str, result)))
","0.96"
"19b7ecee-e69a-4f88-bc8f-07a8231ffc88","
location = input().strip()
trips = int(input().strip())

if location == ""Home"":
    if trips == 1:
        print(""Yes"")
    else:
        print(""No"")
else:
    print(""No"")
","0.966"
"19b7ecee-e69a-4f88-bc8f-07a8231ffc88","location = input().strip()trips = int(input().strip())if location == ""Home"" and trips == 1:print(""Yes"")elif location == ""School"" and trips > 1:print(""No"")else:print(""Yes"" if trips % 2 == 1 else ""No"")","0.99"
"19b7ecee-e69a-4f88-bc8f-07a8231ffc88","
location = input().strip()
trips = int(input().strip())

if location == ""Home"":
    if trips == 1:
        print(""Yes"")
    else:
        print(""No"")
else:
    print(""No"")
","0.979"
"cfc0314d-ea18-49f5-8b83-e12b2cfae492","
X, Y, A, B = map(int, input().split())
pirate_time = (B * Y) if B * Y > 0 else float('inf')
merchant_time = (A * X) if A * X > 0 else float('inf')

if pirate_time < merchant_time:
    print(1)
elif merchant_time < pirate_time:
    print(2)
else:
    print(0)
","0.959"
"cfc0314d-ea18-49f5-8b83-e12b2cfae492","
X, Y, A, B = map(int, input().split())
pirate_time = A * X
merchant_time = B * Y

if pirate_time < merchant_time:
    print(1)
elif pirate_time > merchant_time:
    print(2)
else:
    print(0)
","0.97"
"cfc0314d-ea18-49f5-8b83-e12b2cfae492","
X, Y, A, B = map(int, input().split())
pirate_time = A * X
merchant_time = B * Y

if pirate_time < merchant_time:
    print(1)
elif pirate_time > merchant_time:
    print(2)
else:
    print(0)
","0.934"
"5d8eca27-fdd6-446c-82f2-5e3207d3b0e8","
def max_people_with_neighbors(n):
    return (n // 2) + (n // 4)

n = int(input())
print(max_people_with_neighbors(n))
","0.982"
"5d8eca27-fdd6-446c-82f2-5e3207d3b0e8","n = int(input())print(n // 2 + n // 4)","0.95"
"5d8eca27-fdd6-446c-82f2-5e3207d3b0e8","
n = int(input())
print(n // 2 + n // 4)
","0.918"
"93bcd112-f941-49df-8fc8-d8323cea9612","
T, K = map(int, input().split())
arrival_time = T + K

if T < 8:
    if arrival_time > 8:
        arrival_time += 1
elif T < 13:
    if arrival_time > 13:
        arrival_time += 1
elif T < 18:
    if arrival_time > 18:
        arrival_time += 1

print(arrival_time)
","0.978"
"93bcd112-f941-49df-8fc8-d8323cea9612","def bus_arrival_time(departure_time, travel_time):
    if departure_time == 17:
        return ""The last bus has already departed.""
    elif departure_time == 8:
        return ""Bus will arrive at the stop after breakfast.""
    elif departure_time == 13:
        return ""Bus will arrive at the stop before lunch.""
    elif departure_time == 18:
        return ""Bus will arrive at the stop before dinner.""
    else:
        travel_time += 1
        return str(travel_time + 12)

departure_time, travel_time = map(int, input().split())
print(bus_arrival_time(departure_time, travel_time))
isasdasdasda","0.953"
"93bcd112-f941-49df-8fc8-d8323cea9612","
T, K = map(int, input().split())
arrival_time = T + K

if T < 8 and arrival_time >= 8:
    arrival_time += 1
elif T < 13 and arrival_time >= 13:
    arrival_time += 1
elif T < 18 and arrival_time >= 18:
    arrival_time += 1

print(arrival_time)
","0.935"
"24dcfdab-f852-4c60-b195-edf3b81c45e0","
N, K = map(int, input().split())
monkey_crackers = 0

for _ in range(N):
    extra = K % N
    monkey_crackers += extra
    K = K // N * (N - 1)

extra_morning = K % N
monkey_crackers += extra_morning

print(monkey_crackers)
","0.907"
"24dcfdab-f852-4c60-b195-edf3b81c45e0","n, k = map(int, input().split())
count = 0
for i in range(1, n + 1):
    k -= (k // i) - 1
    count += (k // i) - 1
print(count)
######","0.984"
"24dcfdab-f852-4c60-b195-edf3b81c45e0","
N, K = map(int, input().split())
monkey_crackers = 0

for i in range(N):
    if K % N != 0:
        monkey_crackers += K % N
    K -= K // N

monkey_crackers += K % N
print(monkey_crackers)
","0.907"
"663bdee2-c316-4349-847d-5df934d638c4","
l1, w1, h1 = map(int, input().split())
l2, w2, h2 = map(int, input().split())
volume1 = l1 * w1 * h1
volume2 = l2 * w2 * h2

if volume1 > volume2:
    print(""FIRST"")
elif volume1 < volume2:
    print(""SECOND"")
else:
    print(""EQUAL"")
","0.94"
"663bdee2-c316-4349-847d-5df934d638c4","a, b, c = map(int, input().split())
d, e, f = map(int, input().split())

volume_1 = a * b * c
volume_2 = d * e * f

if volume_1 > volume_2:
    print(""FIRST"")
elif volume_1 < volume_2:
    print(""SECOND"")
else:
    print(""EQUAL"")
\n","0.978"
"663bdee2-c316-4349-847d-5df934d638c4","
l1, w1, h1 = map(int, input().split())
l2, w2, h2 = map(int, input().split())
volume1 = l1 * w1 * h1
volume2 = l2 * w2 * h2

if volume1 > volume2:
    print(""FIRST"")
elif volume1 < volume2:
    print(""SECOND"")
else:
    print(""EQUAL"")
","0.942"
"40d4963a-6b16-46b1-850f-ec5a885e4f78","
N = int(input())
letters = {}

for _ in range(N):
    word = input().strip()
    for char in word:
        if char in letters:
            letters[char] += 1
        else:
            letters[char] = 1

for char in sorted(letters.keys()):
    print(f""{char} {letters[char]}"")
","0.905"
"40d4963a-6b16-46b1-850f-ec5a885e4f78","
N = int(input())
letters = {}

for _ in range(N):
    word = input().strip()
    for char in word:
        if char in letters:
            letters[char] += 1
        else:
            letters[char] = 1

for char in sorted(letters.keys()):
    print(f""{char} {letters[char]}"")
","0.981"
"40d4963a-6b16-46b1-850f-ec5a885e4f78","
N = int(input())
letters_count = {}

for _ in range(N):
    name = input().strip()
    for letter in name:
        if letter in letters_count:
            letters_count[letter] += 1
        else:
            letters_count[letter] = 1

for letter in sorted(letters_count.keys()):
    print(letter, letters_count[letter])
","0.986"
"825a391d-5fcd-40a6-8a12-bdcc3dc9622c","
X, K = map(int, input().split())
count = 0
while X < 10**9:
    X *= K
    count += 1
print(count - 1)
","0.962"
"825a391d-5fcd-40a6-8a12-bdcc3dc9622c","
X, K = map(int, input().split())
count = 0
while X < 10**9:
    X *= K
    if X < 10**9:
        count += 1
print(count)
","0.926"
"825a391d-5fcd-40a6-8a12-bdcc3dc9622c","
X, K = map(int, input().split())
count = 0
while X < 10**9:
    X *= K
    if X < 10**9:
        count += 1
print(count)
","0.959"
"6f1e85b2-e2f0-4610-b359-275ba6b71bc4","```
name_string = input().strip()
unique_names = set(name_string)
print(len(unique_names))
```","0.978"
"6f1e85b2-e2f0-4610-b359-275ba6b71bc4","input_string = input().strip()unique_frogs = set(input_string)print(len(unique_frogs))","0.951"
"6f1e85b2-e2f0-4610-b359-275ba6b71bc4","
def count_acquaintances(frog_names):
    return len(set(frog_names))

input_data = input().strip()
print(count_acquaintances(input_data))
","0.981"
"765e7876-1539-4ec9-a84e-dcfb4da2e20b","s, p = map(int, input().split())for i in range(s + 1):j = s - iif i * j == p:print(min(i, j), max(i, j))break","0.916"
"765e7876-1539-4ec9-a84e-dcfb4da2e20b","S, P = map(int, input().split())for x in range(S + 1):y = S - xif x * y == P:print(min(x, y), max(x, y))break","0.95"
"765e7876-1539-4ec9-a84e-dcfb4da2e20b","
S, P = map(int, input().split())
for x in range(S + 1):
    y = S - x
    if x * y == P:
        print(min(x, y), max(x, y))
        break
","0.907"
"8b665b81-e179-4da1-8582-bdd334355d33","p, y = map(int, input().split())for i in range(y, p - 1, -1):if i % p != 0:print(i)breakelse:print(-1)","0.921"
"8b665b81-e179-4da1-8582-bdd334355d33","def solution(p, y):
    beetles = [[] for _ in range(p)]
    i = 1
    for b2 in beetles:
        for j in range(2, y+1):
            if i % p == 1:
                b2.append(j)
            i += 1
        i = 1

    for b in beetles:
        if len(b) == 0:
            return y
        elif max(b) >= y:
            return -1

    return max(b)","0.988"
"8b665b81-e179-4da1-8582-bdd334355d33","
p, y = map(int, input().split())

for i in range(y, p - 1, -1):
    if i % p != 0:
        print(i)
        break
else:
    print(-1)
","0.954"
"606ade49-bac9-436a-ab0f-9db356c7a1dd","
n = int(input())
count = 0
for i in range(1, n):
    if (n - i) % i == 0:
        count += 1
print(count)
","0.914"
"606ade49-bac9-436a-ab0f-9db356c7a1dd","n = int(input())count = 0for i in range(1, n):if (n - i) % i == 0:count += 1print(count)","0.988"
"606ade49-bac9-436a-ab0f-9db356c7a1dd","
n = int(input())
count = 0
for i in range(1, n):
    if (n - i) % i == 0:
        count += 1
print(count)
","0.947"
"1b52e7f3-35b9-4637-9769-0ac2a25d7799","
n = int(input())
canvas = [list(map(int, input().split())) for _ in range(n)]
symmetrical = True
for i in range(n):
    for j in range(i+1, n):
        if canvas[i][j] != canvas[j][i]:
            symmetrical = False
            break
print(""yes"" if symmetrical else ""no"")
","0.909"
"1b52e7f3-35b9-4637-9769-0ac2a25d7799","
n = int(input())
matrix = [input().split() for _ in range(n)]
symmetric = True

for i in range(n):
    for j in range(n):
        if matrix[i][j] != matrix[j][i]:
            symmetric = False
            break
    if not symmetric:
        break

print(""yes"" if symmetric else ""no"")
","0.903"
"1b52e7f3-35b9-4637-9769-0ac2a25d7799","
n = int(input())
matrix = [input().split() for _ in range(n)]
symmetric = True

for i in range(n):
    for j in range(n):
        if matrix[i][j] != matrix[j][i]:
            symmetric = False
            break
    if not symmetric:
        break

print(""yes"" if symmetric else ""no"")
","0.943"
