spec,prompt_idx,model,solution
e538d2d1-111d-4904-9de6-f691cdc9fb50,0,gemini-1.5-pro,"
n = int(input())
a = []
for i in range(n):
    a.append(list(map(int, input().split())))
for i in range(n):
    for j in range(n):
        a[i][j] += a[j][i]
    if a[i].count(1) % 2 != 0:
        print('NO')
        exit()
print('YES')
"
e538d2d1-111d-4904-9de6-f691cdc9fb50,0,mixtral-7b,"
def euler_cycle(matrix):
    n = len(matrix)
    degree = [0] * n
    for i in range(n):
        for j in range(n):
            degree[i] += matrix[i][j]

    if sum(degree.count(x) for x in set(degree)) != 2*n:
        return ""NO""

    odd_degree = 0
    for d in degree:
        if d % 2:
            odd_degree += 1
        if odd_degree > 2:
            return ""NO""

    visited = [False] * n
    path = [0]
    for i in range(1, n):
        if not visited[i]:
            if not matrix[path[-1]][i]:
                return ""NO""
            path.append(i)
            visited[i] = True

    for i in range(n - 1):
        if not matrix[path[-1]][path[i]]:
            return ""NO""

    return ""YES""

n = int(input())
matrix = []
for _ in range(n):
    row = list(map(int, input().split()))
    matrix.append(row)
print(euler_cycle(matrix))
"
e538d2d1-111d-4904-9de6-f691cdc9fb50,0,hermes-3,"def is_euler_cycle_possible(graph):
    n = len(graph)
    degrees = [0] * n

    for i in range(n):
        for j in range(n):
            if graph[i][j] == 1:
                degrees[i] += 1
                degrees[j] += 1

    for degree in degrees:
        if degree % 2 != 0:
            return False

    return True


n = int(input())
graph = []

for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

if is_euler_cycle_possible(graph):
    print(""YES"")
else:
    print(""NO"")"
993d5917-3656-42be-87ec-bbde4aff5607,0,gemini-1.5-pro,"
def dfs(graph, start, end, visited):
    if start == end:
        return True
    visited[start] = True
    for i in range(len(graph)):
        if graph[start][i] == 1 and not visited[i]:
            if dfs(graph, i, end, visited):
                return True
    return False

n, m = map(int, input().split())
graph = []
for _ in range(n):
    graph.append(list(map(int, input().split())))
for _ in range(m):
    s, e = map(int, input().split())
    visited = [False] * n
    if dfs(graph, s - 1, e - 1, visited):
        print('YES')
    else:
        print('NO')
"
993d5917-3656-42be-87ec-bbde4aff5607,0,mixtral-7b,"
def reachability(n, m, graph, pairs):
    visited = [False] * n
    for i in range(n):
        if not visited[i]:
            stack = [i]
            while stack:
                v = stack.pop()
                visited[v] = True
                for j in range(n):
                    if graph[v][j] and not visited[j]:
                        stack.append(j)

    for pair in pairs:
        v1, v2 = pair
        if not visited[v1]:
            print('NO')
        elif graph[v1][v2] or visited[v2]:
            print('YES')
        else:
            print('NO')

n, m = map(int, input().split())
graph = []
for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)
pairs = []
for _ in range(m):
    pair = list(map(int, input().split()))
    pairs.append(pair)
reachability(n, m, graph, pairs)
"
993d5917-3656-42be-87ec-bbde4aff5607,0,hermes-3,"def reachability(adj_matrix, pairs):
    def dfs(start, end, visited):
        if start == end:
            return True
        visited[start] = True
        for i in range(len(adj_matrix)):
            if adj_matrix[start][i] == 1 and not visited[i]:
                if dfs(i, end, visited):
                    return True
        return False

    result = []
    for pair in pairs:
        visited = [False] * len(adj_matrix)
        if dfs(pair[0] - 1, pair[1] - 1, visited):
            result.append(""YES"")
        else:
            result.append(""NO"")
    return result


n, m = map(int, input().split())
adj_matrix = []
for _ in range(n):
    adj_matrix.append(list(map(int, input().split())))

pairs = []
for _ in range(m):
    pairs.append(list(map(int, input().split())))

result = reachability(adj_matrix, pairs)
for r in result:
    print(r)"
6c718c88-bb90-4a37-ae7c-908916a5957e,0,gemini-1.5-pro,"
n = int(input())
matrix = []
for _ in range(n):
    matrix.append([int(x) for x in input().split()])
for k in range(n):
    for i in range(n):
        for j in range(n):
            matrix[i][j] = matrix[i][j] or (matrix[i][k] and matrix[k][j])
for row in matrix:
    print(*row)
"
6c718c88-bb90-4a37-ae7c-908916a5957e,0,mixtral-7b,"
def pow_mat(mat, n):
    res = [[0]*n for _ in range(n)]
    for i in range(n):
        for j in range(n):
            for k in range(n):
                res[i][j] |= mat[i][k] and res[k][j]
    return res if n == 2 else pow_mat(res, n)

n = int(input())
mat = []
for _ in range(n):
    mat.append(list(map(int, input().split())))

pow_mat_trans = pow_mat(mat, n)
for row in pow_mat_trans:
    print(*row)
"
6c718c88-bb90-4a37-ae7c-908916a5957e,0,hermes-3,"def transitive_closure(n, graph):
    for k in range(n):
        for i in range(n):
            for j in range(n):
                graph[i][j] = graph[i][j] or (graph[i][k] and graph[k][j])
    return graph

n = int(input())
graph = [list(map(int, input().split())) for _ in range(n)]

result = transitive_closure(n, graph)
for row in result:
    print(*row)"
79312fbf-4cd4-4453-989e-43f3cae93d51,0,gemini-1.5-pro,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
ans = []
for v in range(n):
    for u in range(n):
        if adj[v][u] == 0: continue
        for w in range(n):
            if adj[u][w] and adj[v][w] == 0:
                ans.append((v + 1, w + 1))
if ans:
    for pair in ans:
        print(*pair)
else:
    print(""NO"")
"
79312fbf-4cd4-4453-989e-43f3cae93d51,0,mixtral-7b,"
def reachability_3(n, adj_matrix):
    visited = [False] * n
    queue = []

    for i in range(n):
        if not visited[i]:
            queue.append((i, 1, [i]))
            visited[i] = True

            while queue:
                v, d, path = queue.pop(0)
                if d == 3:
                    for j in range(n):
                        if adj_matrix[v][j] and v + 1 not in path and (j not in path or (j in path and (path[-1] + 1) != j)):
                            path.append(j)
                            if len(path) == n:
                                print(f""{path[0]} {path[-1]}"")
                                return
                            visited[j] = True
                            queue.append((j, d + 1, path))
                elif d < 3:
                    for j in range(n):
                        if adj_matrix[v][j] and not visited[j]:
                            queue.append((j, d + 1, path + [j]))

    print(""NO"")

n = int(input())
adj_matrix = []
for _ in range(n):
    adj_matrix.append(list(map(int, input().split())))
reachability_3(n, adj_matrix)
"
79312fbf-4cd4-4453-989e-43f3cae93d51,0,hermes-3,"def main():
    n = int(input())
    matrix = [list(map(int, input().split())) for _ in range(n)]

    for i in range(n):
        for j in range(n):
            for k in range(n):
                if matrix[i][k] and matrix[k][j] and not matrix[i][j]:
                    print(f""{i + 1} {j + 1}"")
                    return

    print(""NO"")

if __name__ == ""__main__"":
    main()"
184def68-8d78-42ae-b39c-3ed0566d685c,0,gemini-1.5-pro,"
def dfs(graph, start, visited, path):
    visited[start] = True
    path.append(start)
    for i in range(len(graph)):
        if graph[start][i] == 1 and not visited[i]:
            dfs(graph, i, visited, path)
    return path

def all_paths(graph):
    n = len(graph)
    paths = []
    for i in range(n):
        visited = [False] * n
        path = []
        paths.append(dfs(graph, i, visited, path))
    return paths

n = int(input())
graph = []
for i in range(n):
    graph.append(list(map(int, input().split())))
paths = all_paths(graph)
for path in paths:
    print(*path)
"
184def68-8d78-42ae-b39c-3ed0566d685c,0,mixtral-7b,"
def dfs(node, visited, path, adj_matrix, traversals):
    visited[node] = True
    path.append(node)

    for neighbor in range(1, len(adj_matrix[0]) + 1):
        if adj_matrix[node][neighbor] == 1 and not visited[neighbor]:
            dfs(neighbor, visited, path, adj_matrix, traversals)

    if len(path) > 1:
        traversals.append(' '.join(map(str, path)))
        path.pop()
        visited[path[-1]] = False

n = int(input())
adj_matrix = []
traversals = []
visited = [False] * (n + 1)
path = []

for _ in range(n):
    row = list(map(int, input().split()))
    adj_matrix.append(row)

for node in range(1, n + 1):
    if not visited[node]:
        dfs(node, visited, path, adj_matrix, traversals)

for traversal in traversals:
    print(traversal)
"
184def68-8d78-42ae-b39c-3ed0566d685c,0,hermes-3,"def dfs(graph, start, visited=None, path=None):
    if visited is None:
        visited = set()
    if path is None:
        path = []

    visited.add(start)
    path.append(start)

    for neighbor in range(len(graph[start])):
        if graph[start][neighbor] == 1 and neighbor not in visited:
            dfs(graph, neighbor, visited, path)

    if len(path) == len(graph):
        print(' '.join(map(str, path)))
        return

    path.pop()
    visited.remove(start)


def find_all_paths(graph):
    for i in range(len(graph)):
        dfs(graph, i)


def main():
    n = int(input())
    graph = []

    for _ in range(n):
        row = list(map(int, input().split()))
        graph.append(row)

    find_all_paths(graph)


if __name__ == '__main__':
    main()"
413dddee-a132-48a9-9753-e5bef469b529,0,gemini-1.5-pro,"
n, m, a, b = map(int, input().split())
g = [[0] * n for i in range(n)]
for i in range(m):
    x, y = map(int, input().split())
    g[x - 1][y - 1] = g[y - 1][x - 1] = 1
vis = [False] * n
d = [-1] * n
q = [a - 1]
d[a - 1] = 0
while len(q):
    v = q.pop(0)
    vis[v] = True
    for i in range(n):
        if g[v][i] and not vis[i]:
            d[i] = d[v] + 1
            q.append(i)
print(max(d) + 1)
v = d.index(max(d))
while v != -1:
    print(v + 1, end=' ')
    v = d.index(d[v] - 1)
print()
"
413dddee-a132-48a9-9753-e5bef469b529,0,mixtral-7b,"
def dfs(node, visited, path, graph, length):
    visited[node] = True
    path[node] = len(path)
    length[0] = max(length[0], len(path))

    for neighbor in range(len(graph[node])):
        if not visited[neighbor]:
            dfs(neighbor, visited, path, graph, length)

n = int(input())
graph = []
for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

visited = [False] * n
path = [-1] * n
length = [0]

for i in range(n):
    if not visited[i]:
        dfs(i, visited, path, graph, length)

path_index = []
for i in range(len(path)):
    if path[i] != -1:
        path_index.append(i + 1)

print(length[0])
print(*path_index)
"
413dddee-a132-48a9-9753-e5bef469b529,0,hermes-3,"def find_longest_path(adj_matrix):
    n = len(adj_matrix)
    visited = [False] * n
    longest_path = []

    def dfs(v, path):
        visited[v] = True
        path.append(v)

        if len(path) > len(longest_path):
            longest_path[:] = path[:]

        for u in range(n):
            if adj_matrix[v][u] and not visited[u]:
                dfs(u, path)

        visited[v] = False
        path.pop()

    for v in range(n):
        dfs(v, [])

    return longest_path

# Read input
n = int(input())
adj_matrix = []
for _ in range(n):
    adj_matrix.append(list(map(int, input().split())))

# Find the longest connected path
longest_path = find_longest_path(adj_matrix)

# Print the result
print(len(longest_path))
print(' '.join(map(str, longest_path)))"
80cacb8a-a6c2-4757-9646-317c1594c18e,0,gemini-1.5-pro,"
n, m = map(int, input().split())
adj = [list(map(int, input().split())) for _ in range(n)]
for v in map(int, input().split()):
    vis = [-1] * n
    q = [v - 1]
    vis[v - 1] = 0
    while q:
        x = q.pop(0)
        print(x + 1, end = ' ')
        for i in range(n):
            if adj[x][i] and vis[i] == -1:
                vis[i] = vis[x] + 1
                q.append(i)
    print()
"
80cacb8a-a6c2-4757-9646-317c1594c18e,0,mixtral-7b,"
def bfs(graph, start, visited, queue):
    visited[start] = True
    queue.append(start)

    while queue:
        current = queue.pop(0)
        for neighbor in range(len(graph)):
            if graph[current][neighbor] == 1 and not visited[neighbor]:
                visited[neighbor] = True
                queue.append(neighbor)

n, m = map(int, input().split())
graph = []
visited = [False] * n
queue = []

for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

for _ in range(m):
    start = int(input()) - 1
    visited = [False] * n
    bfs(graph, start, visited, queue)
    print(*[i + 1 for i, v in enumerate(visited) if v])
"
80cacb8a-a6c2-4757-9646-317c1594c18e,0,hermes-3,"def bfs(adj_matrix, start_vertex):
    n = len(adj_matrix)
    queue = [start_vertex]
    visited = [False] * n
    visited[start_vertex] = True
    result = []

    while queue:
        current_vertex = queue.pop(0)
        result.append(current_vertex)

        for neighbor in range(n):
            if adj_matrix[current_vertex][neighbor] == 1 and not visited[neighbor]:
                queue.append(neighbor)
                visited[neighbor] = True

    return result


def main():
    input_line = input().split()
    n, m = int(input_line[0]), int(input_line[1])
    adj_matrix = [list(map(int, input().split())) for _ in range(n)]
    start_vertices = [int(input()) for _ in range(m)]

    for start_vertex in start_vertices:
        result = bfs(adj_matrix, start_vertex)
        print(*result)


if __name__ == ""__main__"":
    main()"
0cc13605-3cb0-48e8-a8d7-10d2e1b77520,0,gemini-1.5-pro,"
class Stack():
    def __init__(self):
        self.items = []

    def push(self, item):
        self.items.append(item)

    def pop(self):
        return self.items.pop()

    def size(self):
        return len(self.items)

    def isEmpty(self):
        return self.size() == 0

    def reset(self):
        self.items = []

    def all(self):
        return self.items

s = Stack()
n = int(input())
G = [[0] * n for i in range(n)]
for i in range(n):
    G[i] = [int(x) for x in input().split()]
d = [-1] * n
timer = [0] * n
color = [0] * n
t = 0
order = []

def dfs(u, tp):
    global t
    color[u] = 1
    d[u] = t
    t += 1
    for v in range(n):
        if G[u][v] == 1 and color[v] == 0:
            dfs(v, tp + 1)
    color[u] = 2
    order.append([u, tp])
    timer[u] = t
    t += 1

dfs(0, 1)
for i in order:
    print(i[0] + 1, i[1])
"
0cc13605-3cb0-48e8-a8d7-10d2e1b77520,0,mixtral-7b,"
def dfs(node, visited, arr, count):
    visited[node] = True
    arr[node] = count
    for i in range(len(visited)):
        if visited[i] == False and arr[i] == 0:
            dfs(i, visited, arr, count + 1)
    count += 1
    return count

n = int(input())
visited = [False] * n
arr = [0] * n
count = 0

for i in range(n):
    for j in range(n):
        if int(input()) == 1:
            if not visited[j]:
                count = dfs(j, visited, arr, count)

for i in range(n):
    print(i+1, arr[i])
"
0cc13605-3cb0-48e8-a8d7-10d2e1b77520,0,hermes-3,"def dfs(v, used, order):
    used[v] = True
    order.append(v)
    for i in range(len(graph[v])):
        if graph[v][i] == 1 and not used[i]:
            dfs(i, used, order)

n = int(input())
graph = []
for i in range(n):
    graph.append(list(map(int, input().split())))

used = [False] * n
order = []
dfs(0, used, order)

for i in range(len(order)):
    print(order[i] + 1, i + 1)"
cdd79a46-8605-41d1-a344-70e7c6a9b8c2,0,gemini-1.5-pro,"
n, m = map(int, input().split())
l = [[0] * n for _ in range(n)]
for _ in range(m):
    x, y = map(lambda x: int(x) - 1, input().split())
    l[x][y] = 1
for line in l: print(*line)
"
cdd79a46-8605-41d1-a344-70e7c6a9b8c2,0,mixtral-7b,"
n, m = map(int, input().split())
adj_matrix = [[0] * n for _ in range(n)]

for _ in range(m):
    u, v = map(int, input().split())
    adj_matrix[u][v] = 1

for row in adj_matrix:
    print(*row)
"
cdd79a46-8605-41d1-a344-70e7c6a9b8c2,0,hermes-3,"def main():
    n, m = map(int, input().split())
    matrix = [[0] * n for _ in range(n)]
    for _ in range(m):
        x, y = map(int, input().split())
        matrix[x - 1][y - 1] = 1
    for row in matrix:
        print(' '.join(map(str, row)))

if __name__ == '__main__':
    main()"
95831070-88fb-406f-8997-c0fc4027d623,0,gemini-1.5-pro,"
n = int(input())
m = [[int(x) for x in input().split()] for i in range(n)]
for i in range(n):
    for j in range(i):
        m[j][i] = m[i][j]
for i in m:
    print(' '.join(map(str, i)))
"
95831070-88fb-406f-8997-c0fc4027d623,0,mixtral-7b,"
n = int(input())
matrix = []
for _ in range(n):
    row = list(map(int, input().split()))
    matrix.append(row)
    matrix.append(row[::-1]) # mirror the row to represent the undirected graph

for i in range(n):
    for j in range(i+1, n):
        if matrix[i][j] == 1:
            matrix[j][i] = 1 # make the graph symmetric
            matrix[i][j] = 0 # remove the duplicate edge

for row in matrix:
    print(*row)
"
95831070-88fb-406f-8997-c0fc4027d623,0,hermes-3,"def main():
    n = int(input())
    matrix = []
    for i in range(n):
        row = list(map(int, input().split()))
        matrix.append(row)

    for i in range(n):
        for j in range(i + 1, n):
            if matrix[i][j] == 1 or matrix[j][i] == 1:
                matrix[i][j] = matrix[j][i] = 1
            else:
                matrix[i][j] = matrix[j][i] = 0

    for row in matrix:
        print("" "".join(map(str, row)))

if __name__ == ""__main__"":
    main()"
ead36ff4-8cf1-4c6c-8a43-ab69f623fde7,0,gemini-1.5-pro,"
n = int(input())
a = [list(map(int, input().split())) for _ in range(n)]
vis = [0] * n
par = [0] * n
stack, par[0] = [0], 0
while stack:
    i = stack.pop()
    if vis[i]: continue
    vis[i] = 1
    for j in range(n):
        if a[i][j]: stack.append(j), par[j] = i
    print(i + 1, par[i] + 1)
"
ead36ff4-8cf1-4c6c-8a43-ab69f623fde7,0,mixtral-7b,"
def dfs(node, visited, parent, graph):
    visited[node] = True
    for i in range(len(graph[node])):
        if graph[node][i] == 1 and not visited[i]:
            parent[i] = node
            dfs(i, visited, parent, graph)

n = int(input())
graph = []
parent = [0] * n
visited = [False] * n

for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

dfs(0, visited, parent, graph)

for i in range(n):
    print(i, parent[i])
"
ead36ff4-8cf1-4c6c-8a43-ab69f623fde7,0,hermes-3,"def dfs(adj, visited, vertex, prev):
    visited[vertex] = True
    for i in range(len(adj)):
        if adj[vertex][i] == 1 and not visited[i]:
            prev[i] = vertex
            dfs(adj, visited, i, prev)

def find_predecessors(adj):
    n = len(adj)
    visited = [False] * n
    prev = [0] * n
    for i in range(n):
        if not visited[i]:
            dfs(adj, visited, i, prev)
    return prev

n = int(input())
adj = []
for i in range(n):
    row = list(map(int, input().split()))
    adj.append(row)

predecessors = find_predecessors(adj)
for i in range(n):
    print(i + 1, predecessors[i])"
82028d7b-804a-4c3d-acf8-29bc892147e5,0,gemini-1.5-pro,"
def dfs(adj, visited, u):
    visited.add(u)
    for i in range(len(adj)):
        if adj[u][i] and i not in visited:
            dfs(adj, visited, i)

n = int(input())
adj = [[int(x) for x in input().split()] for _ in range(n)]
visited = set()
dfs(adj, visited, 0)
print(""YES"" if len(visited) == n else ""NO"")
"
82028d7b-804a-4c3d-acf8-29bc892147e5,0,mixtral-7b,"
def dfs(graph, visited, current_vertex):
    visited[current_vertex] = True
    for i in range(len(graph)):
        if graph[current_vertex][i] == 1 and not visited[i]:
            dfs(graph, visited, i)

n = int(input())
graph = []
visited = [False] * n

for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

visited[0] = True
for i in range(1, n):
    if not visited[i]:
        dfs(graph, visited, i)

if all(visited):
    print(""YES"")
else:
    print(""NO"")
"
82028d7b-804a-4c3d-acf8-29bc892147e5,0,hermes-3,"def is_connected(adj_matrix):
    n = len(adj_matrix)
    visited = [False] * n
    stack = [0]
    visited[0] = True

    while stack:
        current = stack.pop()
        for neighbor in range(n):
            if adj_matrix[current][neighbor] == 1 and not visited[neighbor]:
                visited[neighbor] = True
                stack.append(neighbor)

    return all(visited)

n = int(input())
adj_matrix = []
for _ in range(n):
    row = list(map(int, input().split()))
    adj_matrix.append(row)

if is_connected(adj_matrix):
    print(""YES"")
else:
    print(""NO"")"
2924cfce-8ebf-4fe5-aa8e-046256297fb1,0,gemini-1.5-pro,"
n = int(input())
g = [list(map(int, input().split())) for _ in range(n)]
s = sorted([i for i in range(n) if sum(g[i]) == 0])
while len(s) != n:
    for i in s:
        for j in range(n):
            if g[j][i]: g[j][i] -= 1
            if sum(g[j]) == 0 and j not in s: s.append(j)
print(' '.join(map(str, s)))
"
2924cfce-8ebf-4fe5-aa8e-046256297fb1,0,mixtral-7b,"
def topological_sort(adj_matrix, n):
    in_degree = [0]*n
    for i in range(n):
        for j in range(n):
            if adj_matrix[i][j] == 1:
                in_degree[j] += 1

    queue = []
    for i in range(n):
        if in_degree[i] == 0:
            queue.append(i)

    sorted_order = []
    while queue:
        node = queue.pop(0)
        sorted_order.append(node)
        for i in range(n):
            if adj_matrix[node][i] == 1:
                in_degree[i] -= 1
                if in_degree[i] == 0:
                    queue.append(i)

    return sorted_order

n = int(input())
adj_matrix = []
for _ in range(n):
    row = list(map(int, input().split()))
    adj_matrix.append(row)

sorted_order = topological_sort(adj_matrix, n)
print(' '.join(map(str, sorted_order)))
"
2924cfce-8ebf-4fe5-aa8e-046256297fb1,0,hermes-3,"def topological_sort(adj_matrix):
    n = len(adj_matrix)
    visited = [False] * n
    stack = []

    def dfs(v):
        visited[v] = True
        for i in range(n):
            if adj_matrix[v][i] == 1 and not visited[i]:
                dfs(i)
        stack.append(v)

    for i in range(n):
        if not visited[i]:
            dfs(i)

    return stack[::-1]

n = int(input())
adj_matrix = []
for _ in range(n):
    row = list(map(int, input().split()))
    adj_matrix.append(row)

sorted_vertices = topological_sort(adj_matrix)
print(*sorted_vertices)"
7880445a-3568-4939-8f55-d80530b696c0,0,gemini-1.5-pro,"def go(a, dist, v, n, mark):
	for i in range(n):
		if a[v][i] and i!=v and not mark[i]:
			dist[i] = min(dist[i], dist[v] + 1)
			mark[i]=True
			go(a, dist, i, n, mark)
			mark[i]=False

n = int(input())
v=int(input())-1
a=[list(map(int, input().split())) for i in range(n)]
vpath=[]
dist=[n] *n
dist[v]=0
go(a, dist, v, n, [False] * n)
m=int(input())
for i in range(m):
	p=int(input())-1
	if p==-1 or dist[p]==n:
		print(-1)
	else:
		vpath=[p]
		while p != v:
			for j in range(n):
				if a[p][j] and dist[j]<dist[p]:
					vpath=[j] + vpath
					p=j
					break
		print("" "".join(map(str, vpath)))"
7880445a-3568-4939-8f55-d80530b696c0,0,mixtral-7b,"
def bfs(graph, start, end):
 path = []
 visited = [False] * len(graph)
 queue = [(start, path)]

 while queue:
 current, path = queue.pop(0)

 if current == end:
 return path

 visited[current] = True

 for i in range(len(graph[current])):
 if graph[current][i] == 1 and not visited[i]:
 queue.append((i, path + [current]))

 n, start = map(int, input().split())
 graph = [list(map(int, input().split())) for _ in range(n)]
 m = int(input())

 for _ in range(m):
 end = int(input())
 path = bfs(graph, start, end)

 if path:
 print(*path[1:])
 else:
 print(-1)
"
7880445a-3568-4939-8f55-d80530b696c0,0,hermes-3,"def find_shortest_path(adj_matrix, start, end):
    n = len(adj_matrix)
    visited = [False] * n
    queue = [(start, [start])]

    while queue:
        vertex, path = queue.pop(0)
        if vertex == end:
            return path
        if not visited[vertex]:
            visited[vertex] = True
            for i in range(n):
                if adj_matrix[vertex][i] == 1:
                    queue.append((i, path + [i]))

    return None

def main():
    n, v = map(int, input().split())
    adj_matrix = []
    for _ in range(n):
        row = list(map(int, input().split()))
        adj_matrix.append(row)

    m = int(input())
    for _ in range(m):
        w = int(input())
        path = find_shortest_path(adj_matrix, v, w)
        if path is None:
            print(-1)
        else:
            print(*path)

if __name__ == ""__main__"":
    main()"
399c561c-44d6-415d-8c3b-3e83018f5f2a,0,gemini-1.5-pro,"```python
n=int(input())
mtx=[[1 if j==i or mtx[i][k] and mtx[k][j] else 0 for j in range(n)] for i,mtx in"
399c561c-44d6-415d-8c3b-3e83018f5f2a,0,mixtral-7b,"
def power(matrix, n):
    result = [[0] * len(matrix) for _ in range(len(matrix))]
    for i in range(len(matrix)):
        for j in range(len(matrix)):
            for k in range(len(matrix)):
                result[i][k] |= matrix[i][j] & matrix[j][k]
    if n > 1:
        result = power(result, n - 1)
        for i in range(len(result)):
            for j in range(len(result)):
                for k in range(len(result)):
                    result[i][k] |= result[i][j] & result[j][k]
    return result

n = int(input())
matrix = []
for _ in range(n):
    row = list(map(int, input().split()))
    matrix.append(row)

square_matrix = power(matrix, 2)
for row in square_matrix:
    print(*row)
"
399c561c-44d6-415d-8c3b-3e83018f5f2a,0,hermes-3,"n = int(input())
graph = [list(map(int, input().split())) for _ in range(n)]

result = [[0] * n for _ in range(n)]

for i in range(n):
    for j in range(n):
        if graph[i][j]:
            for k in range(n):
                if graph[j][k] and not graph[i][k]:
                    result[i][k] = 1

for row in result:
    print(*row)"
e403def2-7943-4432-b5dc-a6073bf62a9b,0,gemini-1.5-pro,"
n = int(input())
adj = [input().split() for i in range(n)]
for x in range(n):
    adj[x] = [int(y) for y in adj[x]]
used = [False for i in range(n)]
order = []
def dfs(v):
    used[v] = True
    order.append(v)
    for i in range(n):
        if adj[v][i] == 1 and not used[i]:
            dfs(i)
dfs(0)
print(*order)
"
e403def2-7943-4432-b5dc-a6073bf62a9b,0,mixtral-7b,"
def dfs(graph, visited, current, path):
    visited[current] = True
    path.append(current)

    for neighbor in range(len(graph[current])):
        if not visited[neighbor] and graph[current][neighbor] == 1:
            dfs(graph, visited, neighbor, path)

    return path

n = int(input())
graph = []
for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

visited = [False] * n
paths = []

for i in range(n):
    if not visited[i]:
        path = dfs(graph, visited, i, [])
        paths.append(path)

result = []
for path in paths:
    for vertex in path:
        result.append(vertex)

print(*result)
"
e403def2-7943-4432-b5dc-a6073bf62a9b,0,hermes-3,"def dfs(graph, start):
    visited = [False] * len(graph)
    stack = [start]
    result = []

    while stack:
        vertex = stack.pop()
        if not visited[vertex]:
            visited[vertex] = True
            result.append(vertex)
            for neighbor in range(len(graph[vertex]) - 1, -1, -1):
                if graph[vertex][neighbor] == 1 and not visited[neighbor]:
                    stack.append(neighbor)

    return result


n = int(input())
graph = []

for i in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

start = 0
path = dfs(graph, start)
print("" "".join(map(str, path)))"
916cd758-8a73-4909-9ac8-2f0d57f29095,0,gemini-1.5-pro,"
g = [[0 for x in range(101)] for y in range(101)]
n, m = map(int, input().split())
for i in range(n):
    g[i] = list(map(int, input().split()))
    g[i][i] = 1
used = [False] * 101
order = []
def dfs(v):
    used[v] = True
    order.append(v + 1)
    for i in range(n):
        if (not used[i]) and g[v][i] == 1:
            dfs(i)

dfs(m - 1)
print(*order)

"
916cd758-8a73-4909-9ac8-2f0d57f29095,0,mixtral-7b,"
def dfs(visited, graph, current, path):
    visited[current] = True
    path.append(current)

    for neighbor in range(len(graph[current])):
        if not visited[neighbor] and graph[current][neighbor]:
            dfs(visited, graph, neighbor, path)

    path.pop()

n, m = map(int, input().split())
graph = []
for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

visited = [False] * n
path = []
dfs(visited, graph, m, path)

print(*path[1:])
"
916cd758-8a73-4909-9ac8-2f0d57f29095,0,hermes-3,"def dfs(graph, start):
    visited = [False] * len(graph)
    path = []

    def dfs_helper(vertex):
        visited[vertex] = True
        path.append(vertex)

        for i in range(len(graph)):
            if graph[vertex][i] == 1 and not visited[i]:
                dfs_helper(i)

    dfs_helper(start)
    return path

n = int(input().split()[0])
m = int(input().split()[1]) - 1
graph = []

for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)

path = dfs(graph, m)
print("" "".join(map(str, [vertex + 1 for vertex in path])))"
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,0,gemini-1.5-pro,"
n = int(input())
adj = [list(map(int, input().split())) for _ in range(n)]
vis = [False] * n
par = [-1] * n
q = [1]
vis[1] = True
while q:
    v = q.pop(0)
    for i in range(n):
        if adj[v - 1][i] and not vis[i + 1]:
            q.append(i + 1)
            vis[i + 1] = True
            par[i + 1] = v
for i in range(1, n + 1):
    print(i, par[i])
"
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,0,mixtral-7b,"
def bfs(graph, n, visited, parent):
    queue = [0]
    visited[0] = True
    while queue:
        current = queue.pop(0)
        for i in range(n):
            if graph[current][i] == 1 and not visited[i]:
                queue.append(i)
                visited[i] = True
                parent[i] = current
    return parent

n = int(input())
graph = []
for _ in range(n):
    row = list(map(int, input().split()))
    graph.append(row)
visited = [False] * n
parent = [0] * n
parent = bfs(graph, n, visited, parent)
for i in range(1, n):
    print(i, parent[i])
"
1187526d-8b3a-4a9b-8098-bbbf8d9d1423,0,hermes-3,"def bfs(adj_matrix):
    n = len(adj_matrix)
    visited = [False] * n
    prev = [None] * n

    for i in range(n):
        if not visited[i]:
            queue = [i]
            visited[i] = True

            while queue:
                current = queue.pop(0)

                for j in range(n):
                    if adj_matrix[current][j] == 1 and not visited[j]:
                        queue.append(j)
                        visited[j] = True
                        prev[j] = current

    return prev

n = int(input())
adj_matrix = []

for _ in range(n):
    row = list(map(int, input().split()))
    adj_matrix.append(row)

prev_vertices = bfs(adj_matrix)

for i in range(1, n + 1):
    print(i, prev_vertices[i - 1] + 1)"
